"","site_id","sample_collect_date","variant","abundance","DetectionStatus","sample_id","test_result_date","pcr_target","wwtp_name"
"228","UD","2025-05-14","Insufficient Signal",0,"Insufficient Signal","UD20250514",2025-05-28,"sars-cov-2","Utility4"
"229","UD","2025-05-19","Insufficient Signal",0,"Insufficient Signal","UD20250519",2025-05-29,"sars-cov-2","Utility4"
"230","UD","2025-05-21","Insufficient Signal",0,"Insufficient Signal","UD20250521",2025-05-29,"sars-cov-2","Utility4"
"231","UD","2025-05-27","Insufficient Signal",0,"Insufficient Signal","UD20250527",2025-06-06,"sars-cov-2","Utility4"
"232","UD","2025-05-28","Insufficient Signal",0,"Insufficient Signal","UD20250528",2025-06-06,"sars-cov-2","Utility4"
"233","UD","2025-06-02","Insufficient Signal",0,"Insufficient Signal","UD20250602",2025-06-10,"sars-cov-2","Utility4"
"234","UD","2025-06-04","Insufficient Signal",0,"Insufficient Signal","UD20250604",2025-06-11,"sars-cov-2","Utility4"
"235","UD","2025-06-09","Insufficient Signal",0,"Insufficient Signal","UD20250609",2025-06-16,"sars-cov-2","Utility4"
"236","UD","6/11/2025","Insufficient Signal",0,"Insufficient Signal","UD20250611",2025-06-20,"sars-cov-2","Utility4"
"237","UD","2025-06-23","Insufficient Signal",0,"Insufficient Signal","UD20250623",2025-07-03,"sars-cov-2","Utility4"
"238","UD","2025-06-30","Insufficient Signal",0,"Insufficient Signal","UD20250630",2025-07-07,"sars-cov-2","Utility4"
"239","UD","2025-07-07","Insufficient Signal",0,"Insufficient Signal","UD20250707",2025-07-11,"sars-cov-2","Utility4"
"240","UD","2025-07-09","Insufficient Signal",0,"Insufficient Signal","UD20250709",2025-07-16,"sars-cov-2","Utility4"
"241","UD","2025-07-14","Insufficient Signal",0,"Insufficient Signal","UD20250714",2025-07-29,"sars-cov-2","Utility4"
"242","UD","2025-07-21","Insufficient Signal",0,"Insufficient Signal","UD20250721",2025-07-30,"sars-cov-2","Utility4"
"243","UD","2025-07-23","Insufficient Signal",0,"Insufficient Signal","UD20250723",2025-07-30,"sars-cov-2","Utility4"
"244","UD","2025-07-28","Insufficient Signal",0,"Insufficient Signal","UD20250728",2025-08-06,"sars-cov-2","Utility4"
"245","UD","2025-07-30","Insufficient Signal",0,"Insufficient Signal","UD20250730",2025-08-06,"sars-cov-2","Utility4"
"246","UD","2025-08-04","Insufficient Signal",0,"Insufficient Signal","UD20250804",2025-08-16,"sars-cov-2","Utility4"
"247","UD","2025-08-06","Insufficient Signal",0,"Insufficient Signal","UD20250806",2025-08-14,"sars-cov-2","Utility4"
"248","UD","2025-08-13","Insufficient Signal",0,"Insufficient Signal","UD20250813",2025-08-20,"sars-cov-2","Utility4"
"249","UD","2025-08-20","Insufficient Signal",0,"Insufficient Signal","UD20250820",2025-09-03,"sars-cov-2","Utility4"
"250","UE","2025-03-10","Insufficient Signal",0,"Insufficient Signal","UE20250310",2025-03-25,"sars-cov-2","Utility5"
"251","UE","2025-03-13","JN.1.11.1",0.399045219235528,"Detection","UE20250313",2025-03-25,"sars-cov-2","Utility5"
"252","UE","2025-03-13","KP.3",0.214321287880401,"Detection","UE20250313",2025-03-25,"sars-cov-2","Utility5"
"253","UE","2025-03-13","LP.8.1",0.180968777194207,"Detection","UE20250313",2025-03-25,"sars-cov-2","Utility5"
"254","UE","2025-03-13","XEC",0.205664715689864,"Detection","UE20250313",2025-03-25,"sars-cov-2","Utility5"
"255","UE","2025-03-17","Insufficient Signal",0,"Insufficient Signal","UE20250317",2025-03-25,"sars-cov-2","Utility5"
"256","UE","2025-03-20","Insufficient Signal",0,"Insufficient Signal","UE20250320",2025-03-31,"sars-cov-2","Utility5"
"257","UE","2025-03-24","Insufficient Signal",0,"Insufficient Signal","UE20250324",2025-04-08,"sars-cov-2","Utility5"
"258","UE","2025-03-27","JN.1",0.176101838564549,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"259","UE","2025-03-27","KP.1.1.3",0.0835318711931268,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"260","UE","2025-03-27","KP.3",0.192722945036164,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"261","UE","2025-03-27","LF.7",0.198471525942926,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"262","UE","2025-03-27","LP.8.1",0.166710849768785,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"263","UE","2025-03-27","XEC",0.182460969494449,"Detection","UE20250327",2025-04-08,"sars-cov-2","Utility5"
"264","UE","2025-03-31","Insufficient Signal",0,"Insufficient Signal","UE20250331",2025-04-14,"sars-cov-2","Utility5"
"265","UE","2025-04-03","Insufficient Signal",0,"Insufficient Signal","UE20250403",2025-04-14,"sars-cov-2","Utility5"
"266","UE","2025-04-07","Insufficient Signal",0,"Insufficient Signal","UE20250407",2025-04-21,"sars-cov-2","Utility5"
"267","UE","2025-04-14","Insufficient Signal",0,"Insufficient Signal","UE20250414",2025-04-28,"sars-cov-2","Utility5"
"268","UE","2025-04-17","LP.8.1",1,"Detection","UE20250417",2025-04-28,"sars-cov-2","Utility5"
"269","UE","2025-04-21","Insufficient Signal",0,"Insufficient Signal","UE20250421",2025-05-05,"sars-cov-2","Utility5"
"270","UE","2025-04-24","Insufficient Signal",0,"Insufficient Signal","UE20250424",2025-05-05,"sars-cov-2","Utility5"
"271","UE","2025-04-28","Insufficient Signal",0,"Insufficient Signal","UE20250428",2025-05-12,"sars-cov-2","Utility5"
"272","UE","2025-05-01","Insufficient Signal",0,"Insufficient Signal","UE20250501",2025-05-12,"sars-cov-2","Utility5"
"273","UE","2025-05-08","Insufficient Signal",0,"Insufficient Signal","UE20250508",2025-05-21,"sars-cov-2","Utility5"
"274","UE","2025-05-12","LP.8.1",0.361152312837016,"Detection","UE20250512",2025-05-28,"sars-cov-2","Utility5"
"275","UE","2025-05-12","Other",0.638847687162984,"Detection","UE20250512",2025-05-28,"sars-cov-2","Utility5"
"276","UE","2025-05-14","Insufficient Signal",0,"Insufficient Signal","UE20250514",2025-05-28,"sars-cov-2","Utility5"
"277","UE","2025-05-19","Insufficient Signal",0,"Insufficient Signal","UE20250519",2025-05-29,"sars-cov-2","Utility5"
"278","UE","2025-05-22","Insufficient Signal",0,"Insufficient Signal","UE20250522",2025-05-29,"sars-cov-2","Utility5"
"279","UE","2025-05-27","Insufficient Signal",0,"Insufficient Signal","UE20250527",2025-06-03,"sars-cov-2","Utility5"
"280","UE","2025-05-29","Insufficient Signal",0,"Insufficient Signal","UE20250529",2025-06-06,"sars-cov-2","Utility5"
"281","UE","2025-06-02","LF.7",0.187946817134537,"Detection","UE20250602",2025-06-10,"sars-cov-2","Utility5"
"282","UE","2025-06-02","LP.8.1",0.269130567027427,"Detection","UE20250602",2025-06-10,"sars-cov-2","Utility5"
"283","UE","2025-06-02","Other",0.193618836646559,"Detection","UE20250602",2025-06-10,"sars-cov-2","Utility5"
"284","UE","2025-06-02","XDV.1",0.181687552644266,"Detection","UE20250602",2025-06-10,"sars-cov-2","Utility5"
"285","UE","2025-06-02","XFC",0.167616226547211,"Detection","UE20250602",2025-06-10,"sars-cov-2","Utility5"
"286","UE","2025-06-05","Insufficient Signal",0,"Insufficient Signal","UE20250605",2025-06-11,"sars-cov-2","Utility5"
"287","UE","2025-06-09","Insufficient Signal",0,"Insufficient Signal","UE20250609",2025-06-16,"sars-cov-2","Utility5"
"288","UE","2025-06-12","Insufficient Signal",0,"Insufficient Signal","UE20250612",2025-06-27,"sars-cov-2","Utility5"
"289","UE","2025-06-16","Insufficient Signal",0,"Insufficient Signal","UE20250616",2025-06-27,"sars-cov-2","Utility5"
"290","UE","2025-06-23","JN.1",0.158304830888301,"Detection","UE20250623",2025-06-30,"sars-cov-2","Utility5"
"291","UE","2025-06-23","LF.7",0.337433801981216,"Detection","UE20250623",2025-06-30,"sars-cov-2","Utility5"
"292","UE","2025-06-23","XFG",0.504261367130484,"Detection","UE20250623",2025-06-30,"sars-cov-2","Utility5"
"293","UE","2025-06-26","Insufficient Signal",0,"Insufficient Signal","UE20250626",2025-07-03,"sars-cov-2","Utility5"
"294","UE","2025-06-30","Insufficient Signal",0,"Insufficient Signal","UE20250630",2025-07-07,"sars-cov-2","Utility5"
"295","UE","2025-07-07","Insufficient Signal",0,"Insufficient Signal","UE20250707",2025-07-11,"sars-cov-2","Utility5"
"296","UE","2025-07-10","Insufficient Signal",0,"Insufficient Signal","UE20250710",2025-07-16,"sars-cov-2","Utility5"
"297","UE","2025-07-14","Insufficient Signal",0,"Insufficient Signal","UE20250714",2025-07-22,"sars-cov-2","Utility5"
"298","UE","2025-07-21","Insufficient Signal",0,"Insufficient Signal","UE20250721",2025-07-29,"sars-cov-2","Utility5"
"299","UE","2025-07-24","LP.8.1",0.592438639670513,"Detection","UE20250724",2025-07-30,"sars-cov-2","Utility5"
"300","UE","2025-07-24","XFG",0.407561360329487,"Detection","UE20250724",2025-07-30,"sars-cov-2","Utility5"
"301","UE","2025-07-28","XFG",1,"Detection","UE20250728",2025-08-02,"sars-cov-2","Utility5"
"302","UE","2025-07-31","XFG",1,"Detection","UE20250731",2025-08-06,"sars-cov-2","Utility5"
"303","UE","2025-08-04","KP.1.1",0.1057632330751,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"304","UE","2025-08-04","KP.2",0.306908006602075,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"305","UE","2025-08-04","LP.8.1",0.0814690515474562,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"306","UE","2025-08-04","Other",0.116889728973215,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"307","UE","2025-08-04","XFC",0.2185447388063,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"308","UE","2025-08-04","XFG",0.170425240995852,"Detection","UE20250804",2025-08-08,"sars-cov-2","Utility5"
"309","UE","2025-08-07","XFG",1,"Detection","UE20250807",2025-08-14,"sars-cov-2","Utility5"
"310","UE","2025-08-14","JN.1",0.372317461109295,"Detection","UE20250814",2025-08-20,"sars-cov-2","Utility5"
"311","UE","2025-08-14","Other",0.244797236266261,"Detection","UE20250814",2025-08-20,"sars-cov-2","Utility5"
"312","UE","2025-08-14","XFG",0.382885302624443,"Detection","UE20250814",2025-08-20,"sars-cov-2","Utility5"
"313","UE","2025-08-18","Insufficient Signal",0,"Insufficient Signal","UE20250818",2025-08-25,"sars-cov-2","Utility5"
"314","UE","2025-08-21","Insufficient Signal",0,"Insufficient Signal","UE20250821",2025-08-27,"sars-cov-2","Utility5"
"315","UE","2025-08-25","Insufficient Signal",0,"Insufficient Signal","UE20250825",2025-09-03,"sars-cov-2","Utility5"
