utility,pcr_target,measure_date,viral_conc_raw_LP1,viral_conc_raw_LP2,viral_conc_raw_LP3,lab_phase
Utility1,sars-cov-2,2024-09-05,NA,72264,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-09,NA,546629,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-12,NA,5577,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-16,NA,314784,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-19,NA,520108,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-23,NA,433062,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-26,NA,391276,NA,Lab Phase 2
Utility1,sars-cov-2,2024-09-30,NA,NA,5646713,Lab Phase 3
Utility1,sars-cov-2,2024-10-03,NA,NA,5758746,Lab Phase 3
Utility1,sars-cov-2,2024-10-14,NA,NA,4134539,Lab Phase 3
Utility1,sars-cov-2,2024-10-17,NA,NA,1648255,Lab Phase 3
Utility1,sars-cov-2,2024-10-21,NA,NA,3325758,Lab Phase 3
Utility1,sars-cov-2,2024-10-24,NA,NA,5436598,Lab Phase 3
Utility1,sars-cov-2,2024-10-28,NA,NA,1951953,Lab Phase 3
Utility1,sars-cov-2,2024-10-31,NA,NA,5457010,Lab Phase 3
Utility1,sars-cov-2,2024-11-04,NA,NA,514232,Lab Phase 3
Utility1,sars-cov-2,2024-11-07,NA,NA,6532530,Lab Phase 3
Utility1,sars-cov-2,2024-11-12,NA,NA,3877039,Lab Phase 3
Utility1,sars-cov-2,2024-11-14,NA,NA,1347870,Lab Phase 3
Utility1,sars-cov-2,2024-11-18,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2024-11-21,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2024-11-25,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2024-12-02,NA,NA,2492436,Lab Phase 3
Utility1,sars-cov-2,2024-12-05,NA,NA,663343,Lab Phase 3
Utility1,sars-cov-2,2024-12-09,NA,NA,31864,Lab Phase 3
Utility1,sars-cov-2,2024-12-12,NA,NA,5679568,Lab Phase 3
Utility1,sars-cov-2,2024-12-16,NA,NA,4737100,Lab Phase 3
Utility1,sars-cov-2,2024-12-19,NA,NA,7293447,Lab Phase 3
Utility1,sars-cov-2,2024-12-26,NA,NA,4949749,Lab Phase 3
Utility1,sars-cov-2,2024-12-30,NA,NA,1436009,Lab Phase 3
Utility1,sars-cov-2,2025-01-02,NA,NA,414315,Lab Phase 3
Utility1,sars-cov-2,2025-01-06,NA,NA,675125,Lab Phase 3
Utility1,sars-cov-2,2025-01-09,NA,NA,6820288,Lab Phase 3
Utility1,sars-cov-2,2025-01-13,NA,NA,1796853,Lab Phase 3
Utility1,sars-cov-2,2025-01-16,NA,NA,6419753,Lab Phase 3
Utility1,sars-cov-2,2025-01-21,NA,NA,6023581,Lab Phase 3
Utility1,sars-cov-2,2025-01-23,NA,NA,1626174,Lab Phase 3
Utility1,sars-cov-2,2025-01-27,NA,NA,1905034,Lab Phase 3
Utility1,sars-cov-2,2025-01-30,NA,NA,2957956,Lab Phase 3
Utility1,sars-cov-2,2025-02-06,NA,NA,578786,Lab Phase 3
Utility1,sars-cov-2,2025-02-10,NA,NA,382555,Lab Phase 3
Utility1,sars-cov-2,2025-02-13,NA,NA,436455,Lab Phase 3
Utility1,sars-cov-2,2025-02-18,NA,NA,3880909,Lab Phase 3
Utility1,sars-cov-2,2025-02-20,NA,NA,1624805,Lab Phase 3
Utility1,sars-cov-2,2025-02-24,NA,NA,6357898,Lab Phase 3
Utility1,sars-cov-2,2025-02-27,NA,NA,5773204,Lab Phase 3
Utility1,sars-cov-2,2025-03-03,NA,NA,7344232,Lab Phase 3
Utility1,sars-cov-2,2025-03-06,NA,NA,7064223,Lab Phase 3
Utility1,sars-cov-2,2025-03-10,NA,NA,2198439,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-13,NA,NA,6710856,Lab Phase 3
Utility1,sars-cov-2,2025-03-17,NA,NA,3704138,Lab Phase 3
Utility1,sars-cov-2,2025-03-20,NA,NA,5669935,Lab Phase 3
Utility1,sars-cov-2,2025-03-20,NA,NA,5669935,Lab Phase 3
Utility1,sars-cov-2,2025-03-20,NA,NA,5669935,Lab Phase 3
Utility1,sars-cov-2,2025-03-20,NA,NA,5669935,Lab Phase 3
Utility1,sars-cov-2,2025-03-24,NA,NA,2542147,Lab Phase 3
Utility1,sars-cov-2,2025-03-27,NA,NA,7274888,Lab Phase 3
Utility1,sars-cov-2,2025-03-31,NA,NA,5787531,Lab Phase 3
Utility1,sars-cov-2,2025-04-03,NA,NA,4114621,Lab Phase 3
Utility1,sars-cov-2,2025-04-07,NA,NA,5730481,Lab Phase 3
Utility1,sars-cov-2,2025-04-10,NA,NA,3436083,Lab Phase 3
Utility1,sars-cov-2,2025-04-14,NA,NA,7483532,Lab Phase 3
Utility1,sars-cov-2,2025-04-17,NA,NA,6405172,Lab Phase 3
Utility1,sars-cov-2,2025-04-21,NA,NA,6566108,Lab Phase 3
Utility1,sars-cov-2,2025-04-24,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2025-04-28,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2025-05-01,NA,NA,4867565,Lab Phase 3
Utility1,sars-cov-2,2025-05-05,NA,NA,3205225,Lab Phase 3
Utility1,sars-cov-2,2025-05-08,NA,NA,1898023,Lab Phase 3
Utility1,sars-cov-2,2025-05-08,NA,NA,1898023,Lab Phase 3
Utility1,sars-cov-2,2025-05-12,NA,NA,3721167,Lab Phase 3
Utility1,sars-cov-2,2025-05-15,NA,NA,5181044,Lab Phase 3
Utility1,sars-cov-2,2025-05-19,NA,NA,600,Lab Phase 3
Utility1,sars-cov-2,2025-05-22,NA,NA,488654,Lab Phase 3
Utility1,sars-cov-2,2025-05-27,NA,NA,1237268,Lab Phase 3
Utility1,sars-cov-2,2025-05-27,NA,NA,1237268,Lab Phase 3
Utility1,sars-cov-2,2025-05-29,NA,NA,1489726,Lab Phase 3
Utility1,sars-cov-2,2025-05-29,NA,NA,1489726,Lab Phase 3
Utility1,sars-cov-2,2025-06-02,NA,NA,4312461,Lab Phase 3
Utility1,sars-cov-2,2025-06-02,NA,NA,4312461,Lab Phase 3
Utility1,sars-cov-2,2025-06-02,NA,NA,4312461,Lab Phase 3
Utility1,sars-cov-2,2025-06-02,NA,NA,4312461,Lab Phase 3
Utility1,sars-cov-2,2025-06-05,NA,NA,2920037,Lab Phase 3
Utility1,sars-cov-2,2025-06-05,NA,NA,2920037,Lab Phase 3
Utility1,sars-cov-2,2025-06-09,NA,NA,3872670,Lab Phase 3
Utility1,sars-cov-2,2025-06-09,NA,NA,3872670,Lab Phase 3
Utility1,sars-cov-2,2025-06-09,NA,NA,3872670,Lab Phase 3
Utility1,sars-cov-2,2025-06-12,NA,NA,502670,Lab Phase 3
Utility1,sars-cov-2,2025-06-16,NA,NA,3455633,Lab Phase 3
Utility1,sars-cov-2,2025-06-16,NA,NA,3455633,Lab Phase 3
Utility1,sars-cov-2,2025-06-16,NA,NA,3455633,Lab Phase 3
Utility1,sars-cov-2,2025-06-23,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-09-30,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-10-03,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-10-08,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-10-10,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-10-14,NA,NA,3608813,Lab Phase 3
Utility2,FLUAV,2024-10-17,NA,NA,1115447,Lab Phase 3
Utility2,FLUAV,2024-10-21,NA,NA,3934381,Lab Phase 3
Utility2,FLUAV,2024-10-24,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-10-28,NA,NA,6125163,Lab Phase 3
Utility2,FLUAV,2024-10-31,NA,NA,2737777,Lab Phase 3
Utility2,FLUAV,2024-11-04,NA,NA,4561288,Lab Phase 3
Utility2,FLUAV,2024-11-07,NA,NA,1897765,Lab Phase 3
Utility2,FLUAV,2024-11-12,NA,NA,852156,Lab Phase 3
Utility2,FLUAV,2024-11-14,NA,NA,2750974,Lab Phase 3
Utility2,FLUAV,2024-11-18,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-11-21,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-11-25,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-12-02,NA,NA,5961066,Lab Phase 3
Utility2,FLUAV,2024-12-05,NA,NA,2872793,Lab Phase 3
Utility2,FLUAV,2024-12-12,NA,NA,2977933,Lab Phase 3
Utility2,FLUAV,2024-12-16,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2024-12-26,NA,NA,6132190,Lab Phase 3
Utility2,FLUAV,2024-12-30,NA,NA,6385783,Lab Phase 3
Utility2,FLUAV,2025-01-02,NA,NA,3067430,Lab Phase 3
Utility2,FLUAV,2025-01-06,NA,NA,5738447,Lab Phase 3
Utility2,FLUAV,2025-01-09,NA,NA,1648476,Lab Phase 3
Utility2,FLUAV,2025-01-13,NA,NA,333364,Lab Phase 3
Utility2,FLUAV,2025-01-16,NA,NA,1640276,Lab Phase 3
Utility2,FLUAV,2025-01-21,NA,NA,235647,Lab Phase 3
Utility2,FLUAV,2025-01-23,NA,NA,6140862,Lab Phase 3
Utility2,FLUAV,2025-01-27,NA,NA,766303,Lab Phase 3
Utility2,FLUAV,2025-01-30,NA,NA,820222,Lab Phase 3
Utility2,FLUAV,2025-02-03,NA,NA,541681,Lab Phase 3
Utility2,FLUAV,2025-02-06,NA,NA,4224088,Lab Phase 3
Utility2,FLUAV,2025-02-10,NA,NA,6113648,Lab Phase 3
Utility2,FLUAV,2025-02-13,NA,NA,4190098,Lab Phase 3
Utility2,FLUAV,2025-02-18,NA,NA,5648305,Lab Phase 3
Utility2,FLUAV,2025-02-20,NA,NA,2400260,Lab Phase 3
Utility2,FLUAV,2025-02-24,NA,NA,3028122,Lab Phase 3
Utility2,FLUAV,2025-02-27,NA,NA,911462,Lab Phase 3
Utility2,FLUAV,2025-03-03,NA,NA,3620671,Lab Phase 3
Utility2,FLUAV,2025-03-06,NA,NA,3145887,Lab Phase 3
Utility2,FLUAV,2025-03-10,NA,NA,1209507,Lab Phase 3
Utility2,FLUAV,2025-03-13,NA,NA,4642150,Lab Phase 3
Utility2,FLUAV,2025-03-17,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-03-20,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-03-24,NA,NA,2588851,Lab Phase 3
Utility2,FLUAV,2025-03-27,NA,NA,1326280,Lab Phase 3
Utility2,FLUAV,2025-03-31,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-03,NA,NA,349137,Lab Phase 3
Utility2,FLUAV,2025-04-07,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-10,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-14,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-17,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-21,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-24,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-04-28,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-01,NA,NA,5974270,Lab Phase 3
Utility2,FLUAV,2025-05-05,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-08,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-12,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-15,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-19,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-22,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-27,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-05-29,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-02,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-05,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-09,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-12,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-16,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-23,NA,NA,600,Lab Phase 3
Utility2,FLUAV,2025-06-26,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-07-15,NA,2000,NA,Lab Phase 2
Utility2,FLUBV,2024-07-18,NA,2000,NA,Lab Phase 2
Utility2,FLUBV,2024-07-25,NA,2000,NA,Lab Phase 2
Utility2,FLUBV,2024-07-29,NA,2000,NA,Lab Phase 2
Utility2,FLUBV,2024-08-01,NA,2000,NA,Lab Phase 2
Utility2,FLUBV,2024-09-30,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-03,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-08,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-10,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-14,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-17,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-21,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-24,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-28,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-10-31,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-04,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-07,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-12,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-14,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-18,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-21,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-11-25,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-02,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-05,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-12,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-16,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-26,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2024-12-30,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-02,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-06,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-09,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-13,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-16,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-21,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-23,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-27,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-01-30,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-02-03,NA,NA,1010529,Lab Phase 3
Utility2,FLUBV,2025-02-06,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-02-10,NA,NA,4430472,Lab Phase 3
Utility2,FLUBV,2025-02-13,NA,NA,1721931,Lab Phase 3
Utility2,FLUBV,2025-02-18,NA,NA,5890958,Lab Phase 3
Utility2,FLUBV,2025-02-20,NA,NA,5896374,Lab Phase 3
Utility2,FLUBV,2025-02-24,NA,NA,1934419,Lab Phase 3
Utility2,FLUBV,2025-02-27,NA,NA,4238801,Lab Phase 3
Utility2,FLUBV,2025-03-06,NA,NA,5284981,Lab Phase 3
Utility2,FLUBV,2025-03-10,NA,NA,3771991,Lab Phase 3
Utility2,FLUBV,2025-03-13,NA,NA,6239127,Lab Phase 3
Utility2,FLUBV,2025-03-17,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-03-20,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-03-24,NA,NA,1584290,Lab Phase 3
Utility2,FLUBV,2025-03-27,NA,NA,2092027,Lab Phase 3
Utility2,FLUBV,2025-03-31,NA,NA,5888091,Lab Phase 3
Utility2,FLUBV,2025-04-03,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-04-07,NA,NA,646029,Lab Phase 3
Utility2,FLUBV,2025-04-10,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-04-14,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-04-17,NA,NA,5089708,Lab Phase 3
Utility2,FLUBV,2025-04-21,NA,NA,663544,Lab Phase 3
Utility2,FLUBV,2025-04-24,NA,NA,6427569,Lab Phase 3
Utility2,FLUBV,2025-04-28,NA,NA,5264771,Lab Phase 3
Utility2,FLUBV,2025-05-01,NA,NA,5426201,Lab Phase 3
Utility2,FLUBV,2025-05-05,NA,NA,4104497,Lab Phase 3
Utility2,FLUBV,2025-05-08,NA,NA,3116564,Lab Phase 3
Utility2,FLUBV,2025-05-12,NA,NA,5930998,Lab Phase 3
Utility2,FLUBV,2025-05-15,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-05-19,NA,NA,260462,Lab Phase 3
Utility2,FLUBV,2025-05-22,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-05-27,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-05-29,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-02,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-05,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-09,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-12,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-16,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-23,NA,NA,600,Lab Phase 3
Utility2,FLUBV,2025-06-26,NA,NA,600,Lab Phase 3
Utility2,sars-cov-2,2023-07-17,NA,7497,NA,Lab Phase 2
Utility2,sars-cov-2,2023-07-20,NA,225809,NA,Lab Phase 2
Utility2,sars-cov-2,2023-07-24,NA,50691,NA,Lab Phase 2
Utility2,sars-cov-2,2023-07-27,NA,11776,NA,Lab Phase 2
Utility2,sars-cov-2,2023-07-31,NA,182154,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-03,NA,305383,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-07,NA,153615,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-10,NA,22757,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-14,NA,129171,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-17,NA,42610,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-21,NA,340443,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-24,NA,340363,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-28,NA,268542,NA,Lab Phase 2
Utility2,sars-cov-2,2023-08-31,NA,209982,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-05,NA,275003,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-07,NA,339412,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-11,NA,74650,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-14,NA,246655,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-18,NA,90446,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-21,NA,191127,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-25,NA,323907,NA,Lab Phase 2
Utility2,sars-cov-2,2023-09-28,NA,134035,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-03,NA,117055,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-05,NA,199801,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-09,NA,346304,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-12,NA,118087,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-16,NA,99826,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-19,NA,101238,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-23,NA,25665,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-26,NA,48565,NA,Lab Phase 2
Utility2,sars-cov-2,2023-10-30,NA,128076,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-02,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-06,NA,254227,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-13,NA,376568,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-16,NA,157111,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-20,NA,126779,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-27,NA,180183,NA,Lab Phase 2
Utility2,sars-cov-2,2023-11-30,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-04,NA,36215,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-07,NA,251371,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-11,NA,378526,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-14,NA,155758,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-18,NA,106437,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-21,NA,190300,NA,Lab Phase 2
Utility2,sars-cov-2,2023-12-28,NA,341901,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-04,NA,146498,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-08,NA,177640,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-11,NA,369365,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-16,NA,128579,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-18,NA,6653,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-22,NA,353116,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-25,NA,294916,NA,Lab Phase 2
Utility2,sars-cov-2,2024-01-29,NA,300660,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-01,NA,317279,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-05,NA,164713,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-08,NA,61260,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-12,NA,13186,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-15,NA,366006,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-22,NA,92694,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-26,NA,215710,NA,Lab Phase 2
Utility2,sars-cov-2,2024-02-29,NA,264847,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-04,NA,49411,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-07,NA,378283,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-11,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-14,NA,193141,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-18,NA,195089,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-21,NA,180361,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-25,NA,70766,NA,Lab Phase 2
Utility2,sars-cov-2,2024-03-28,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-01,NA,240383,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-08,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-11,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-15,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-18,NA,287864,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-22,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-25,NA,175852,NA,Lab Phase 2
Utility2,sars-cov-2,2024-04-29,NA,296319,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-02,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-06,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-09,NA,114209,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-13,NA,356854,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-16,NA,390728,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-20,NA,254907,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-23,NA,293766,NA,Lab Phase 2
Utility2,sars-cov-2,2024-05-28,NA,203515,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-03,NA,359035,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-06,NA,319492,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-10,NA,137015,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-13,NA,373054,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-17,NA,15391,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-20,NA,17996,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-24,NA,2000,NA,Lab Phase 2
Utility2,sars-cov-2,2024-06-27,NA,314648,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-01,NA,71029,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-08,NA,364629,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-11,NA,212850,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-15,NA,323319,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-18,NA,211761,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-22,NA,264108,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-25,NA,365103,NA,Lab Phase 2
Utility2,sars-cov-2,2024-07-29,NA,171630,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-01,NA,290394,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-05,NA,181667,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-08,NA,149077,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-12,NA,97352,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-15,NA,220961,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-19,NA,308677,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-22,NA,379235,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-26,NA,357137,NA,Lab Phase 2
Utility2,sars-cov-2,2024-08-29,NA,308651,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-03,NA,154313,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-05,NA,122069,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-09,NA,324625,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-12,NA,164950,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-16,NA,125743,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-19,NA,250962,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-23,NA,35527,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-26,NA,375203,NA,Lab Phase 2
Utility2,sars-cov-2,2024-09-30,NA,NA,1224643,Lab Phase 3
Utility2,sars-cov-2,2024-10-03,NA,NA,4406388,Lab Phase 3
Utility2,sars-cov-2,2024-10-08,NA,NA,5258952,Lab Phase 3
Utility2,sars-cov-2,2024-10-10,NA,NA,623163,Lab Phase 3
Utility2,sars-cov-2,2024-10-14,NA,NA,563602,Lab Phase 3
Utility2,sars-cov-2,2024-10-17,NA,NA,3105267,Lab Phase 3
Utility2,sars-cov-2,2024-10-21,NA,NA,2449563,Lab Phase 3
Utility2,sars-cov-2,2024-10-24,NA,NA,600,Lab Phase 3
