Utility,county,pcr_target,Date,SARS-2 Copies/L (uncorrected),pcr_target_cl_95_lo,pcr_target_cl_95_up,sample_id,quality_flag,flow_rate,sample_type,lab_phase,pcr_target_below_lod,reporting_jurisdiction,wwtp_jurisdiction,sewershed_name_in_case_linelist,sewershed_name_in_spatial_file,upstream_location_specify_nwss_dcipher
Utility2,08002,sars-cov-2,2022-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
Utility2,08002,sars-cov-2,2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY2 WATER RESOURCE RECOVERY FACILITY,City of Utility2,NA
