"","reporting_jurisdiction","county_names","other_jurisdiction","zipcode","population_served","sewage_travel_time","sample_location","sample_location_specify","institution_type","epaid","wwtp_name","wwtp_jurisdiction","capacity_mgd","industrial_input","stormwater_input","influent_equilibrated","sample_type","composite_freq","sample_matrix","collection_storage_time","collection_storage_temp","pasteurized","pretreatment","pretreatment_specify","solids_separation","concentration_method","extraction_method","pre_conc_storage_time","pre_conc_storage_temp","pre_ext_storage_time","pre_ext_storage_temp","tot_conc_vol","ext_blank","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","pcr_target","pcr_gene_target","pcr_gene_target_ref","pcr_type","lod_ref","hum_frac_target_mic","hum_frac_target_mic_ref","hum_frac_target_chem","hum_frac_target_chem_ref","other_norm_name","other_norm_ref","quant_stan_type","stan_ref","inhibition_method","num_no_target_control","sample_collect_date","sample_collect_time","flow_rate","ph","conductivity","tss","collection_water_temp","equiv_sewage_amt","sample_id","lab_id","qc_ignore","analysis_ignore","validated_method","test_result_date","pcr_target_units","pcr_target_avg_conc","pcr_target_std_error","pcr_target_cl_95_lo","pcr_target_cl_95_up","pcr_target_below_lod","lod_sewage","ntc_amplify","rec_eff_percent","inhibition_detect","inhibition_adjust","hum_frac_mic_conc","hum_frac_mic_unit","hum_frac_chem_conc","hum_frac_chem_unit","other_norm_conc","other_norm_unit","quality_flag","major_lab_method","major_lab_method_desc","qc_internal"
"125","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/1/2024","1712210400",14.71,NA,NA,NA,NA,44045,"UB20240401","CDPHE",NA,NA,"no","4/3/2024","copies/L wastewater",379590,25908,257347,117810,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"126","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/8/2024","-2209053600",12.56,NA,NA,NA,NA,44045,"UB20240408","CDPHE",NA,NA,"no","4/12/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"127","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/11/2024","-2209053600",14.58,NA,NA,NA,NA,44045,"UB20240411","CDPHE",NA,NA,"no","4/16/2024","copies/L wastewater",212130,19231,212130,212130,"yes",4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"128","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/15/2024","-2209053600",13.46,NA,NA,NA,NA,44045,"UB20240415","CDPHE",NA,NA,"no","4/19/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"129","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/18/2024","-2209053600",14.27,NA,NA,NA,NA,44045,"UB20240418","CDPHE",NA,NA,"no","4/22/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"130","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/22/2024","-2209053600",15.21,NA,NA,NA,NA,44045,"UB20240422","CDPHE",NA,NA,"no","4/25/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"131","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/25/2024","-2209053600",15.66,NA,NA,NA,NA,44045,"UB20240425","CDPHE",NA,NA,"no","4/29/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"132","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"4/29/2024","-2209053600",27.48,NA,NA,NA,NA,44045,"UB20240429","CDPHE",NA,NA,"no","5/3/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"133","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/2/2024","-2209053600",21.32,NA,NA,NA,NA,44045,"UB20240502","CDPHE",NA,NA,"no","5/13/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"134","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/6/2024","-2209053600",17.32,NA,NA,NA,NA,44045,"UB20240506","CDPHE",NA,NA,"no","5/13/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"135","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/9/2024","-2209053600",16.88,NA,NA,NA,NA,44045,"UB20240509","CDPHE",NA,NA,"no","5/14/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"136","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/13/2024","-2209053600",16.37,NA,NA,NA,NA,44045,"UB20240513","CDPHE",NA,NA,"no","5/16/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"137","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/16/2024","-2209053600",15.69,NA,NA,NA,NA,44045,"UB20240516","CDPHE",NA,NA,"no","5/21/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"138","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/20/2024","-2209053600",14.57,NA,NA,NA,NA,44045,"UB20240520","CDPHE",NA,NA,"no","5/22/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"139","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) a QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality iicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV staard for signs of molecular inhibition from the wastewater samples.",1,"5/23/2024","-2209053600",15.15,NA,NA,NA,NA,44045,"UB20240523","CDPHE",NA,NA,"no","5/28/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"140","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"5/28/2024","-2209053600",14.11,NA,NA,NA,NA,44045,"UB20240528","CDPHE",NA,NA,"no","5/30/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",14,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"141","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/3/2024","-2209053600",13.91,NA,NA,NA,NA,44045,"UB20240603","CDPHE",NA,NA,"no","6/17/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"142","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/6/2024","1718690400",14.44,NA,NA,NA,NA,44045,"UB20240606","CDPHE",NA,NA,"no","6/18/2024","copies/L wastewater",314882,7594,204308,147989,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"143","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/10/2024","-2209053600",13.83,NA,NA,NA,NA,44045,"UB20240610","CDPHE",NA,NA,"no","6/14/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"144","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/13/2024","-2209053600",14.86,NA,NA,NA,NA,44045,"UB20240613","CDPHE",NA,NA,"no","6/17/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"145","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/17/2024","-2209053600",13.67,NA,NA,NA,NA,44045,"UB20240617","CDPHE",NA,NA,"no","6/24/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
"146","CO","8013",NA,80301,89383,NA,"primary influent",NA,"not institution specific","CO0043010","Utility2","CO",12.42,NA,NA,NA,"Composite",NA,"raw wastewater",NA,4,"no","no",NA,NA,"thermo magmax wastewater ultra nucleic acid isolation kit","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_A","N[792-723] N[749-680]","CDPHE RSV_A Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. , J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"6/20/2024","-2209053600",13.74,NA,NA,NA,NA,44045,"UB20240620","CDPHE",NA,NA,"no","6/24/2024","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",NA,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,"PASS"
