"","utility","measure_date","level","slope","p_val","level_tile","level_scale","population_served","capacity_mgd","flow_rate","sample_type","population_served_flow","sig"
"152","Utility1",2024-11-25,6.50883190486902,-0.00798566757374746,0.00364620104250194,0.137614678899083,-0.781824505991336,18838,2.775,1.077,"24-hr flow-weighted composite",15385.7142857143,"Significant"
"153","Utility1",2024-12-02,6.5147005323092,-0.00356647797129378,0.183515347564803,0.192660550458716,-0.682805037357018,18838,2.775,0.893,"24-hr flow-weighted composite",12757.1428571429,"Not Significant"
"154","Utility1",2024-12-05,6.51793983893961,0.00102403402381866,0.316093777162085,0.247706422018349,-0.628149255480156,18838,2.775,0.971,"24-hr flow-weighted composite",13871.4285714286,"Not Significant"
"155","Utility1",2024-12-09,6.53577205499449,0.00470618066589136,0.0351795198832236,0.412844036697248,-0.327271993066693,18838,2.775,0.935,"grab",13357.1428571429,"Significant"
"156","Utility1",2024-12-12,6.55837439979567,0.00955944677391181,0.0111659500901213,0.577981651376147,0.0540901218257367,18838,2.775,1.001,"24-hr flow-weighted composite",14300,"Significant"
"157","Utility1",2024-12-16,6.56844171671624,0.0127686536500102,0.00155557511363221,0.642201834862385,0.223952731474912,18838,2.775,0.937,"24-hr flow-weighted composite",13385.7142857143,"Significant"
"158","Utility1",2024-12-19,6.57209091147402,0.0131731392558612,0.000952881306548618,0.669724770642202,0.285524424267131,18838,2.775,0.944,"24-hr flow-weighted composite",13485.7142857143,"Significant"
"159","Utility1",2024-12-26,6.55493580728396,0.00868582080231113,0.0644606842078538,0.541284403669725,-0.00392814681202044,18838,2.775,0.829,"24-hr flow-weighted composite",11842.8571428571,"Not Significant"
"160","Utility1",2024-12-30,6.52912941944875,-0.00113942172874426,0.816449079397924,0.357798165137615,-0.439351052229156,18838,2.775,0.858,"24-hr flow-weighted composite",12257.1428571429,"Not Significant"
"161","Utility1",2025-01-02,6.51698065668241,-0.00977316318739536,0.0426640304509363,0.229357798165138,-0.644333230080677,18838,2.775,0.812,"24-hr flow-weighted composite",11600,"Significant"
"162","Utility1",2025-01-06,6.51782293083303,-0.0126923166178891,0.0040332048252731,0.238532110091743,-0.630121808468314,18838,2.775,0.868,"24-hr flow-weighted composite",12400,"Significant"
"163","Utility1",2025-01-09,6.53319600489154,-0.00908462642947331,0.0695286211758779,0.385321100917431,-0.37073686027274,18838,2.775,0.943,"grab",13471.4285714286,"Not Significant"
"164","Utility1",2025-01-13,6.52799772453391,-0.00347566809346551,0.346205665296268,0.348623853211009,-0.458445777574374,18838,2.775,0.919,"grab",13128.5714285714,"Not Significant"
"165","Utility1",2025-01-16,6.5380788041578,-0.00130782324996514,0.639090943633204,0.440366972477064,-0.288350954245881,18838,2.775,0.992,"grab",14171.4285714286,"Not Significant"
"166","Utility1",2025-01-21,6.53334462586267,0.0039254053005146,0.0363159272828997,0.394495412844037,-0.368229226291987,18838,2.775,0.946,"24-hr flow-weighted composite",13514.2857142857,"Significant"
"167","Utility1",2025-01-23,6.51425612483085,0.000991164063245701,0.627093644175979,0.18348623853211,-0.690303382210597,18838,2.775,0.977,"24-hr flow-weighted composite",13957.1428571429,"Not Significant"
"168","Utility1",2025-01-27,6.51111686688552,-0.00188039466554083,0.396990675179572,0.165137614678899,-0.743271074711342,18838,2.775,1.033,"24-hr flow-weighted composite",14757.1428571429,"Not Significant"
"169","Utility1",2025-01-30,6.51498958337875,-0.00400727354150375,0.0354424416546575,0.211009174311927,-0.677927971363876,18838,2.775,0.963,"24-hr flow-weighted composite",13757.1428571429,"Significant"
"170","Utility1",2025-02-06,6.51028498204136,-0.00563352845655161,0.0246466751691063,0.155963302752294,-0.757307200887816,18838,2.775,0.984,"grab",14057.1428571429,"Significant"
"171","Utility1",2025-02-10,6.5168421722523,-0.00258722799791682,0.235729300789255,0.220183486238532,-0.646669833455664,18838,2.775,0.918,"24-hr flow-weighted composite",13114.2857142857,"Not Significant"
"172","Utility1",2025-02-13,6.53366145558762,0.00312851338705122,0.136000930814439,0.403669724770642,-0.362883459955421,18838,2.775,0.985,"24-hr flow-weighted composite",14071.4285714286,"Not Significant"
"173","Utility1",2025-02-18,6.56476157425167,0.0122920455292092,0.0544407864105923,0.623853211009174,0.161858867951512,18838,2.775,0.956,"24-hr flow-weighted composite",13657.1428571429,"Not Significant"
"174","Utility1",2025-02-20,6.58497679644836,0.01514814643755,0.00807348633597527,0.743119266055046,0.502943828727197,18838,2.775,0.947,"24-hr flow-weighted composite",13528.5714285714,"Significant"
"175","Utility1",2025-02-24,6.6188003293951,0.0222308779434535,0.000502046583067965,0.834862385321101,1.07363745238277,18838,2.775,0.949,"24-hr flow-weighted composite",13557.1428571429,"Significant"
"176","Utility1",2025-02-27,6.63918268923473,0.0229258848830872,2.79485594604002e-05,0.862385321100917,1.41754247300414,18838,2.775,0.975,"24-hr flow-weighted composite",13928.5714285714,"Significant"
"177","Utility1",2025-03-03,6.65106814189866,0.023848540406312,4.4827080362373e-06,0.899082568807339,1.61808190394553,18838,2.775,0.965,"24-hr flow-weighted composite",13785.7142857143,"Significant"
"178","Utility1",2025-03-06,6.65473172056037,0.0210724936785217,0.000162752698727149,0.935779816513762,1.67989629173543,18838,2.775,0.962,"24-hr flow-weighted composite",13742.8571428571,"Significant"
"179","Utility1",2025-03-10,6.64479320533614,0.0147097340707501,0.00498080885642939,0.871559633027523,1.5122069117999,18838,2.775,0.989,"24-hr flow-weighted composite",14128.5714285714,"Significant"
"180","Utility1",2025-03-13,6.65447450618467,0.00985813972916687,0.0194187269522786,0.926605504587156,1.67555639606721,18838,2.775,0.937,"24-hr flow-weighted composite",13385.7142857143,"Significant"
"181","Utility1",2025-03-17,6.6485215574866,0.0040525850575673,0.0831068074689084,0.880733944954128,1.57511420189162,18838,2.775,0.926,"24-hr flow-weighted composite",13228.5714285714,"Not Significant"
"182","Utility1",2025-03-20,6.65352187440811,0.00134525615429742,0.249907465352646,0.908256880733945,1.65948294562563,18838,2.775,0.947,"24-hr flow-weighted composite",13528.5714285714,"Not Significant"
"183","Utility1",2025-03-24,6.6495331742689,-0.00011772296583349,0.881433146733607,0.889908256880734,1.59218288741749,18838,2.775,0.904,"24-hr flow-weighted composite",12914.2857142857,"Not Significant"
"184","Utility1",2025-03-27,6.66694351604129,0.00161295330470454,0.260251428135586,0.981651376146789,1.8859420003645,18838,2.775,0.99,"24-hr flow-weighted composite",14142.8571428571,"Not Significant"
"185","Utility1",2025-03-31,6.66760146360631,0.00337051468950087,0.0258124537581503,0.990825688073395,1.89704333861461,18838,2.775,0.953,"24-hr flow-weighted composite",13614.2857142857,"Significant"
"186","Utility1",2025-04-03,6.6620947500463,0.00265864948062462,0.0678490931354731,0.954128440366973,1.8041303268089,18838,2.775,0.979,"24-hr flow-weighted composite",13985.7142857143,"Not Significant"
"187","Utility1",2025-04-07,6.66406979921562,0.00292352735003165,0.0420552486462531,0.963302752293578,1.8374546980126,18838,2.775,0.945,"24-hr flow-weighted composite",13500,"Significant"
"188","Utility1",2025-04-10,6.65688951273614,0.00122597853152095,0.397473466827332,0.944954128440367,1.71630402707844,18838,2.775,0.977,"24-hr flow-weighted composite",13957.1428571429,"Not Significant"
"189","Utility1",2025-04-14,6.66948831307605,0.00129377662216091,0.377311838666257,1,1.92887954457448,18838,2.775,0.953,"24-hr flow-weighted composite",13614.2857142857,"Not Significant"
"190","Utility1",2025-04-17,6.66577802396197,-0.000176000521736212,0.846870091024398,0.972477064220184,1.86627702630242,18838,2.775,1.016,"24-hr flow-weighted composite",14514.2857142857,"Not Significant"
"191","Utility1",2025-04-21,6.65373338358294,-0.00102925637065396,0.38826524135558,0.917431192660551,1.66305167209822,18838,2.775,0.9888,"24-hr flow-weighted composite",14125.7142857143,"Not Significant"
"192","Utility1",2025-04-24,6.6376790971056,-0.00303683138791569,0.139263648865238,0.853211009174312,1.39217284523565,18838,2.775,1.136,"24-hr flow-weighted composite",16228.5714285714,"Not Significant"
"193","Utility1",2025-04-28,6.61980504968116,-0.0066775003341992,0.0275895845297627,0.844036697247706,1.09058977553951,18838,2.775,1.161,"24-hr flow-weighted composite",16585.7142857143,"Significant"
"194","Utility1",2025-05-01,6.60752209774925,-0.00984170352167275,0.00558978901782074,0.81651376146789,0.88334346693385,18838,2.775,1.203,"24-hr flow-weighted composite",17185.7142857143,"Significant"
"195","Utility1",2025-05-05,6.5851573610693,-0.0144083229409821,3.29480972685441e-05,0.752293577981651,0.505990437666254,18838,2.775,1.202,"24-hr flow-weighted composite",17171.4285714286,"Significant"
"196","Utility1",2025-05-08,6.56598945905923,-0.0166669549675661,1.2391449156246e-06,0.63302752293578,0.182576574507004,18838,2.775,1.25,"24-hr flow-weighted composite",17857.1428571429,"Significant"
"197","Utility1",2025-05-12,6.56382005689709,-0.0159916765986485,1.16627641250556e-05,0.614678899082569,0.14597294758752,18838,2.775,1.254,"24-hr flow-weighted composite",17914.2857142857,"Significant"
"198","Utility1",2025-05-15,6.55674964092304,-0.0141532497430653,0.000122728689186574,0.568807339449541,0.0266760864542365,18838,2.775,1.31,"grab",18714.2857142857,"Significant"
"199","Utility1",2025-05-19,6.52718899190902,-0.0143117996836089,0.000132748349217134,0.330275229357798,-0.472091263780567,18838,2.775,1.254,"24-hr flow-weighted composite",17914.2857142857,"Significant"
"200","Utility1",2025-05-22,6.50507254734264,-0.0154473288455917,0.000196639405140826,0.110091743119266,-0.845254939847186,18838,2.775,1.284,"grab",18342.8571428571,"Significant"
"201","Utility1",2025-05-27,6.49760575260898,-0.0156491917122478,0.00192431146009417,0.0825688073394495,-0.971239772666263,18838,2.775,1.281,"24-hr flow-weighted composite",18300,"Significant"
"202","Utility1",2025-05-29,6.50335950338467,-0.0132855560421538,0.00129789179252274,0.100917431192661,-0.874158581149008,18838,2.775,1.322,"24-hr flow-weighted composite",18885.7142857143,"Significant"
"203","Utility1",2025-06-02,6.520988360086,-0.00945923588607319,0.0399123570687301,0.275229357798165,-0.576712535887349,18838,2.775,1.216,"24-hr flow-weighted composite",17371.4285714286,"Significant"
"204","Utility1",2025-06-05,6.52258325990054,-0.00416476609541003,0.311765766303119,0.302752293577982,-0.549802302826689,18838,2.775,1.251,"24-hr flow-weighted composite",17871.4285714286,"Not Significant"
"205","Utility1",2025-06-09,6.52520446746049,0.00187323068740278,0.464252670910267,0.311926605504587,-0.505575508331372,18838,2.775,1.243,"24-hr flow-weighted composite",17757.1428571429,"Not Significant"
"206","Utility1",2025-06-12,6.51811822490704,0.00405565067543287,0.0314480413695465,0.256880733944954,-0.62513940626306,18838,2.775,1.256,"24-hr flow-weighted composite",17942.8571428571,"Significant"
"207","Utility1",2025-06-16,6.52138363195599,0.00375239958786712,0.0476252766628879,0.284403669724771,-0.570043240394996,18838,2.775,1.223,"24-hr flow-weighted composite",17471.4285714286,"Significant"
"208","Utility1",2025-06-23,6.52237110600293,-0.000107754194355303,0.869994342163151,0.293577981651376,-0.553381907499867,18838,2.775,1.185,"24-hr flow-weighted composite",16928.5714285714,"Not Significant"
"209","Utility1",2025-06-30,6.52588172486682,0.000560739590855549,0.644149830069167,0.321100917431193,-0.494148361321759,18838,2.775,1.126,"24-hr flow-weighted composite",16085.7142857143,"Not Significant"
"210","Utility1",2025-07-07,6.51497687173767,-0.00157096617910656,0.554027950865232,0.201834862385321,-0.678142450806933,18838,2.775,1.088,"grab",15542.8571428571,"Not Significant"
"211","Utility1",2025-07-10,6.50280227328369,-0.00696113512868645,0.119385358010214,0.0917431192660551,-0.883560545930094,18838,2.775,1.047,"24-hr flow-weighted composite",14957.1428571429,"Not Significant"
"212","Utility1",2025-07-14,6.50838019171983,-0.00510612801493393,0.0716321698291342,0.128440366972477,-0.789446117085949,18838,2.775,1.069,"24-hr flow-weighted composite",15271.4285714286,"Not Significant"
"213","Utility1",2025-07-17,6.5279197098102,-0.000252071013110075,0.953345033147933,0.339449541284404,-0.459762094987016,18838,2.775,1.005,"grab",14357.1428571429,"Not Significant"
"214","Utility1",2025-07-21,6.5453133269762,0.00404469837715936,0.323137042316337,0.477064220183486,-0.166285170959631,18838,2.775,0.906,"24-hr flow-weighted composite",12942.8571428571,"Not Significant"
"215","Utility1",2025-07-24,6.54723471685522,0.00881034013587454,0.0232309177050974,0.495412844036697,-0.133866175751801,18838,2.775,0.966,"24-hr flow-weighted composite",13800,"Significant"
"216","Utility1",2025-07-28,6.53815367044369,0.00697601494705322,0.0187906192066103,0.44954128440367,-0.287087759414907,18838,2.775,0.965,"24-hr flow-weighted composite",13785.7142857143,"Significant"
"217","Utility1",2025-07-31,6.5195497918939,0.00461087572583546,0.185270995067001,0.26605504587156,-0.600985035620418,18838,2.775,0.956,"24-hr flow-weighted composite",13657.1428571429,"Not Significant"
"218","Utility1",2025-08-04,6.48838692926936,-0.00299568856130297,0.508736613542233,0.073394495412844,-1.12678602224969,18838,2.775,0.886,"grab",12657.1428571429,"Not Significant"
"219","Utility1",2025-08-07,6.47298865146823,-0.0109403891214603,0.0239061871848637,0.0642201834862385,-1.38659622511121,18838,2.775,0.895,"24-hr flow-weighted composite",12785.7142857143,"Significant"
"220","Utility1",2025-08-11,6.46388111989703,-0.0158055533280652,0.000366889869097832,0.055045871559633,-1.54026468437919,18838,2.775,0.889,"24-hr flow-weighted composite",12700,"Significant"
"221","Utility1",2025-08-14,6.45927861313008,-0.0163919483105149,0.000150753243482585,0.0458715596330275,-1.61792130495947,18838,2.775,0.979,"24-hr flow-weighted composite",13985.7142857143,"Significant"
"222","Utility1",2025-08-18,6.44345820443049,-0.0153262344621278,0.000304106914156449,0.036697247706422,-1.88485398708648,18838,2.775,0.9,"24-hr flow-weighted composite",12857.1428571429,"Significant"
"223","Utility1",2025-08-21,6.43766710952857,-0.0124719833968538,0.00051181544025928,0.0275229357798165,-1.98256527406871,18838,2.775,0.933,"24-hr flow-weighted composite",13328.5714285714,"Significant"
"224","Utility1",2025-08-25,6.41296368305794,-0.0113334192135753,8.38840808753512e-05,0.018348623853211,-2.39937826611867,18838,2.775,0.926,"24-hr flow-weighted composite",13228.5714285714,"Significant"
"225","Utility1",2025-08-28,6.40525466087397,-0.0116660124665166,8.25118259486882e-05,0.00917431192660551,-2.52945012502067,18838,2.775,0.904,"24-hr flow-weighted composite",12914.2857142857,"Significant"
"226","Utility1",2025-09-02,6.38752668366451,-0.0142306772705162,0.000136674845856806,0,-2.82856859882649,18838,2.775,0.892,"24-hr flow-weighted composite",12742.8571428571,"Significant"
"227","Utility3",2024-07-01,6.81097451738071,0.00606229421168442,NA,0.166666666666667,-1.08533021827149,23158,2.78,NA,"",NA,"Not Significant"
"228","Utility3",2024-07-08,6.81345922213009,0.00427349948052769,0.150955281238796,0.175925925925926,-1.03606631365027,23158,2.78,NA,"",NA,"Not Significant"
"229","Utility3",2024-07-11,6.81517999534308,0.0033288021271538,0.0431367243920795,0.194444444444444,-1.00194877615969,23158,2.78,NA,"",NA,"Significant"
"230","Utility3",2024-07-15,6.82207981648951,0.00385406646033257,0.00486199496189975,0.222222222222222,-0.865146956568668,23158,2.78,NA,"",NA,"Significant"
"231","Utility3",2024-07-18,6.82423810743932,0.00376188833973809,0.000377018341981126,0.25,-0.822354814152818,23158,2.78,NA,"",NA,"Significant"
"232","Utility3",2024-07-22,6.82906518812509,0.00370542373702831,0.000346077099352152,0.268518518518519,-0.72664893901319,23158,2.78,NA,"",NA,"Significant"
"233","Utility3",2024-07-25,6.83471114967665,0.0042878144865331,0.000155409015326621,0.296296296296296,-0.614707223828947,23158,2.78,NA,"",NA,"Significant"
"234","Utility3",2024-07-29,6.83768877374903,0.00424058339855591,6.90870404580262e-06,0.324074074074074,-0.555670274534869,23158,2.78,NA,"",NA,"Significant"
"235","Utility3",2024-08-01,6.8370306392454,0.00383010315940499,0.000204237681415167,0.305555555555556,-0.56871901822292,23158,2.78,NA,"",NA,"Significant"
"236","Utility3",2024-08-05,6.83871299469776,0.0030038637093165,0.000828481554713787,0.342592592592593,-0.535363184470443,23158,2.78,NA,"",NA,"Significant"
"237","Utility3",2024-08-08,6.84475124660156,0.00296980429288665,0.000834505084763361,0.361111111111111,-0.41564358159092,23158,2.78,NA,"",NA,"Significant"
"238","Utility3",2024-08-12,6.85274930303653,0.00329131284045982,0.00175260322978005,0.435185185185185,-0.257067199641979,23158,2.78,NA,"",NA,"Significant"
"239","Utility3",2024-08-15,6.85829320376473,0.0038781367212643,0.00199629702661577,0.453703703703704,-0.147149030582778,23158,2.78,NA,"",NA,"Significant"
"240","Utility3",2024-08-19,6.86789573702608,0.0052565116860214,0.000788477028860505,0.490740740740741,0.0432390961466413,23158,2.78,NA,"",NA,"Significant"
"241","Utility3",2024-08-22,6.87853619619311,0.00701514688082063,5.89874952032356e-05,0.527777777777778,0.254206039266315,23158,2.78,NA,"",NA,"Significant"
"242","Utility3",2024-08-26,6.88532144518846,0.007947917308741,1.8326372139904e-06,0.555555555555556,0.388736252331694,23158,2.78,1,"24-hr flow-weighted composite",14285.7142857143,"Significant"
"243","Utility3",2024-09-09,6.89291322322378,0.00818377075884377,0.00505326301324439,0.583333333333333,0.539257407463634,23158,2.78,NA,"",NA,"Significant"
"244","Utility3",2024-09-12,6.90145023602051,0.00763338975175198,0.0013156571297668,0.638888888888889,0.708519604219276,23158,2.78,1.724,"24-hr flow-weighted composite",24628.5714285714,"Significant"
"245","Utility3",2024-09-16,6.910187629468,0.00831355656353718,0.000514466207979487,0.722222222222222,0.88175472100476,23158,2.78,NA,"",NA,"Significant"
"246","Utility3",2024-09-23,6.91613962385441,0.00784165953393749,0.00342397998448746,0.759259259259259,0.99976410776657,23158,2.78,NA,"",NA,"Significant"
"247","Utility3",2024-09-26,6.91978906443808,0.00684410702625016,0.00170213997785674,0.805555555555556,1.07212107206191,23158,2.78,NA,"",NA,"Significant"
"248","Utility3",2024-09-30,6.92082297671746,0.0057290642030713,0.00170912527058619,0.833333333333333,1.09262031082692,23158,2.78,1.675,"24-hr flow-weighted composite",23928.5714285714,"Significant"
"249","Utility3",2024-10-03,6.92683828954063,0.00464273571236087,0.00129180656674201,0.981481481481482,1.21188510366079,23158,2.78,1.776,"24-hr flow-weighted composite",25371.4285714286,"Significant"
"250","Utility3",2024-10-14,6.92825447798365,0.00312789333610332,0.00413002059103533,1,1.23996368015976,23158,2.78,1.87,"24-hr flow-weighted composite",26714.2857142857,"Significant"
"251","Utility3",2024-10-17,6.92501869402795,0.0017890760445926,0.133094770695172,0.916666666666667,1.17580822981554,23158,2.78,1.782,"24-hr flow-weighted composite",25457.1428571429,"Not Significant"
"252","Utility3",2024-10-21,6.92528930937403,0.000711306980046527,0.501507401698536,0.944444444444444,1.18117368363927,23158,2.78,1.876,"24-hr flow-weighted composite",26800,"Not Significant"
"253","Utility3",2024-10-24,6.92384823957131,-0.000894526854826599,0.085894318195209,0.87962962962963,1.15260178779061,23158,2.78,1.7132,"24-hr flow-weighted composite",24474.2857142857,"Not Significant"
"254","Utility3",2024-10-28,6.92436151750276,-0.000895637541841712,0.0854349286605869,0.898148148148148,1.16277847983649,23158,2.78,1.629,"24-hr flow-weighted composite",23271.4285714286,"Not Significant"
"255","Utility3",2024-11-04,6.92605966316655,-0.000411047813251388,0.32111666591235,0.962962962962963,1.19644738397279,23158,2.78,1.594,"24-hr flow-weighted composite",22771.4285714286,"Not Significant"
"256","Utility3",2024-11-07,6.92440465841726,-7.02396412788784e-06,0.975061262363418,0.907407407407407,1.16363382890661,23158,2.78,1.66,"24-hr flow-weighted composite",23714.2857142857,"Not Significant"
"257","Utility3",2024-11-12,6.92513798905204,0.000262263987594463,0.409848074982675,0.925925925925926,1.17817347610484,23158,2.78,1.707,"24-hr flow-weighted composite",24385.7142857143,"Not Significant"
"258","Utility3",2024-11-14,6.92124357732538,-0.000352825752317637,0.42543375976818,0.842592592592593,1.10095950212826,23158,2.78,1.682,"24-hr flow-weighted composite",24028.5714285714,"Not Significant"
"259","Utility3",2024-11-18,6.91984725209744,-0.00103675011186783,0.0548144912526556,0.814814814814815,1.07327475090497,23158,2.78,1.63,"24-hr flow-weighted composite",23285.7142857143,"Not Significant"
"260","Utility3",2024-11-21,6.9217315900355,-0.00112019989546842,0.0327332360067761,0.851851851851852,1.11063526405173,23158,2.78,1.678,"24-hr flow-weighted composite",23971.4285714286,"Significant"
"261","Utility3",2024-11-25,6.92337420742716,-0.000667615747723587,0.122549366072269,0.861111111111111,1.14320321665557,23158,2.78,1.597,"24-hr flow-weighted composite",22814.2857142857,"Not Significant"
"262","Utility3",2024-12-02,6.92341067494102,-1.02954946199205e-05,0.984665510564665,0.87037037037037,1.14392625311485,23158,2.78,1.66,"24-hr flow-weighted composite",23714.2857142857,"Not Significant"
"263","Utility3",2024-12-05,6.91884144477282,9.20637598798989e-06,0.986002221284426,0.787037037037037,1.05333274527245,23158,2.78,1.66,"24-hr flow-weighted composite",23714.2857142857,"Not Significant"
"264","Utility3",2024-12-09,6.91597260422254,-0.000800205932818493,0.293560695907975,0.740740740740741,0.996452632141154,23158,2.78,1.66,"24-hr flow-weighted composite",23714.2857142857,"Not Significant"
"265","Utility3",2024-12-12,6.91597620102994,-0.00158717099456724,0.0282637740173102,0.75,0.996523945554433,23158,2.78,1.696,"24-hr flow-weighted composite",24228.5714285714,"Significant"
"266","Utility3",2024-12-16,6.91888329227643,-0.00136076680106292,0.0787397797115112,0.796296296296296,1.05416245006,23158,2.78,1.68,"24-hr flow-weighted composite",24000,"Not Significant"
"267","Utility3",2024-12-19,6.9242489133357,0.000123438036903563,0.902935257741722,0.888888888888889,1.16054589226346,23158,2.78,1.63,"24-hr flow-weighted composite",23285.7142857143,"Not Significant"
"268","Utility3",2024-12-26,6.92727161944969,0.00199676834200736,0.0494367719053823,0.990740740740741,1.22047667709206,23158,2.78,1.35,"24-hr flow-weighted composite",19285.7142857143,"Significant"
"269","Utility3",2024-12-30,6.92570792938183,0.00251224291756931,0.00620027296676833,0.953703703703704,1.18947360585012,23158,2.78,1.648,"24-hr flow-weighted composite",23542.8571428571,"Significant"
"270","Utility3",2025-01-02,6.92657860350104,0.00218596085101924,0.0182546664432558,0.972222222222222,1.20673634371697,23158,2.78,1.617,"24-hr flow-weighted composite",23100,"Significant"
"271","Utility3",2025-01-06,6.9252144775507,0.00105946590855753,0.155919336246399,0.935185185185185,1.17969000321079,23158,2.78,1.589,"24-hr flow-weighted composite",22700,"Not Significant"
"272","Utility3",2025-01-09,6.9206115610456,-0.000671071800807847,0.278863190607965,0.824074074074074,1.08842860092798,23158,2.78,1.588,"24-hr flow-weighted composite",22685.7142857143,"Not Significant"
"273","Utility3",2025-01-13,6.91763138922412,-0.00185298234533974,0.013546120907287,0.768518518518518,1.02934113775742,23158,2.78,1.618,"24-hr flow-weighted composite",23114.2857142857,"Significant"
"274","Utility3",2025-01-16,6.91854529968211,-0.00172496721691409,0.00294942990062611,0.777777777777778,1.04746111665876,23158,2.78,1.653,"24-hr flow-weighted composite",23614.2857142857,"Significant"
"275","Utility3",2025-01-21,6.91383185306128,-0.002477755932174,0.00193539364729107,0.731481481481482,0.954008248737879,23158,2.78,1.686,"24-hr flow-weighted composite",24085.7142857143,"Significant"
"276","Utility3",2025-01-23,6.90698259460148,-0.00298641203717937,0.000539793364003408,0.685185185185185,0.818208928688016,23158,2.78,1.666,"24-hr flow-weighted composite",23800,"Significant"
"277","Utility3",2025-01-27,6.89829968357804,-0.00399292324889539,0.00120299020635964,0.601851851851852,0.646054027546919,23158,2.78,1.647,"24-hr flow-weighted composite",23528.5714285714,"Significant"
"278","Utility3",2025-01-30,6.89156270190384,-0.00490616763564474,0.000942095497402042,0.574074074074074,0.512480804122277,23158,2.78,1.5,"24-hr flow-weighted composite",21428.5714285714,"Significant"
"279","Utility3",2025-02-03,6.88254012150535,-0.00624182743557369,0.000210324109398539,0.546296296296296,0.33359132427545,23158,2.78,1.625,"24-hr flow-weighted composite",23214.2857142857,"Significant"
"280","Utility3",2025-02-06,6.87479838866593,-0.0074730031735002,7.45905940637741e-07,0.518518518518518,0.180097035547578,23158,2.78,1.652,"24-hr flow-weighted composite",23600,"Significant"
"281","Utility3",2025-02-10,6.87266572732583,-0.00727236968393297,5.21645271004965e-06,0.509259259259259,0.137813047933057,23158,2.78,1.562,"24-hr flow-weighted composite",22314.2857142857,"Significant"
"282","Utility3",2025-02-13,6.86707378234459,-0.00670566651832123,2.30187407643961e-05,0.481481481481481,0.026942311974485,23158,2.78,1.673,"24-hr flow-weighted composite",23900,"Significant"
"283","Utility3",2025-02-18,6.86472763081518,-0.00522020097902073,0.00103812772862878,0.472222222222222,-0.019574516715521,23158,2.78,1.71,"24-hr flow-weighted composite",24428.5714285714,"Significant"
"284","Utility3",2025-02-20,6.85835934387216,-0.00510570220702555,8.15480328439481e-05,0.462962962962963,-0.145837679628585,23158,2.78,1.718,"24-hr flow-weighted composite",24542.8571428571,"Significant"
"285","Utility3",2025-02-24,6.85214790619511,-0.00471402971531708,1.3709310797064e-05,0.425925925925926,-0.268991013383742,23158,2.78,1.665,"24-hr flow-weighted composite",23785.7142857143,"Significant"
"286","Utility3",2025-02-27,6.85115799801401,-0.00430968759605744,2.45203004512397e-05,0.407407407407407,-0.288617788850728,23158,2.78,1.65,"24-hr flow-weighted composite",23571.4285714286,"Significant"
"287","Utility3",2025-03-03,6.85211322553105,-0.00378817138091297,0.000648014260946435,0.416666666666667,-0.269678622214266,23158,2.78,1.6,"24-hr flow-weighted composite",22857.1428571429,"Significant"
"288","Utility3",2025-03-06,6.84842922858328,-0.00315585063251251,0.00153088469597051,0.398148148148148,-0.342720730861383,23158,2.78,1.62,"24-hr flow-weighted composite",23142.8571428571,"Significant"
"289","Utility3",2025-03-13,6.84669477306773,-0.00195781883830486,0.0110387821409327,0.37962962962963,-0.37710954551198,23158,2.78,1.677,"24-hr flow-weighted composite",23957.1428571429,"Significant"
"290","Utility3",2025-03-17,6.84659142982798,-0.00128160153206586,0.00966380869097556,0.37037037037037,-0.379158517933103,23158,2.78,1.525,"24-hr flow-weighted composite",21785.7142857143,"Significant"
"291","Utility3",2025-03-20,6.84187489888202,-0.00184900966527645,0.00572669653816382,0.351851851851852,-0.472672538350675,23158,2.78,1.564,"24-hr flow-weighted composite",22342.8571428571,"Significant"
"292","Utility3",2025-03-24,6.83750967397672,-0.00265097400328902,0.00175839481394305,0.314814814814815,-0.559221261469201,23158,2.78,1.584,"24-hr flow-weighted composite",22628.5714285714,"Significant"
"293","Utility3",2025-03-27,6.83157430151219,-0.00332989895926878,0.00313959201257781,0.287037037037037,-0.67690108763686,23158,2.78,1.62,"24-hr flow-weighted composite",23142.8571428571,"Significant"
"294","Utility3",2025-03-31,6.82598603007337,-0.00437029499498546,0.000722048133853573,0.259259259259259,-0.787698988767246,23158,2.78,1.574,"24-hr flow-weighted composite",22485.7142857143,"Significant"
"295","Utility3",2025-04-03,6.82215594046373,-0.00446885338182335,4.20992032646199e-05,0.231481481481481,-0.863637656839451,23158,2.78,1.581,"24-hr flow-weighted composite",22585.7142857143,"Significant"
"296","Utility3",2025-04-07,6.81714195964174,-0.00497535611780985,7.18130884609006e-08,0.203703703703704,-0.963049175672514,23158,2.78,1.589,"24-hr flow-weighted composite",22700,"Significant"
"297","Utility3",2025-04-10,6.81039002351975,-0.00516458627875912,2.32373530801216e-07,0.157407407407407,-1.09691889890866,23158,2.78,1.63,"24-hr flow-weighted composite",23285.7142857143,"Significant"
"298","Utility3",2025-04-14,6.80692279208886,-0.00510618828857496,3.72672853333331e-07,0.148148148148148,-1.165663227004,23158,2.78,1.654,"24-hr flow-weighted composite",23628.5714285714,"Significant"
"299","Utility3",2025-04-17,6.80339372718373,-0.00480121842494182,1.27929040184131e-06,0.138888888888889,-1.23563351902051,23158,2.78,1.723,"24-hr flow-weighted composite",24614.2857142857,"Significant"
