"","wwtp_name","sample_id","sample_collect_date","flu_pcr_target","flu_pcr_target_avg_conc","h5_pcr_target_avg_conc","h5_detected","h3_pcr_target_avg_conc","h3_detected","h1_pcr_target_avg_conc","h1_detected"
"235","Utility1","UA20250522","2025-05-22","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"236","Utility1",NA,"2025-05-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"237","Utility1",NA,"2025-05-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"238","Utility1",NA,"2025-05-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"239","Utility1",NA,"2025-05-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"240","Utility1","UA20250527","2025-05-27","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"241","Utility1",NA,"2025-05-28","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"242","Utility1","UA20250529","2025-05-29","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"243","Utility1",NA,"2025-05-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"244","Utility1",NA,"2025-05-31","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"245","Utility1",NA,"2025-06-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"246","Utility1","UA20250602","2025-06-02","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"247","Utility1",NA,"2025-06-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"248","Utility1",NA,"2025-06-04","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"249","Utility1","UA20250605","2025-06-05","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"250","Utility1",NA,"2025-06-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"251","Utility1",NA,"2025-06-07","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"252","Utility1",NA,"2025-06-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"253","Utility1","UA20250609","2025-06-09","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"254","Utility1",NA,"2025-06-10","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"255","Utility1",NA,"2025-06-11","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"256","Utility1","UA20250612","2025-06-12","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"257","Utility1",NA,"2025-06-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"258","Utility1",NA,"2025-06-14","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"259","Utility1",NA,"2025-06-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"260","Utility1","UA20250616","2025-06-16","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"261","Utility1",NA,"2025-06-17","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"262","Utility1",NA,"2025-06-18","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"263","Utility1",NA,"2025-06-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"264","Utility1",NA,"2025-06-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"265","Utility1",NA,"2025-06-21","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"266","Utility1",NA,"2025-06-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"267","Utility1","UA20250623","2025-06-23","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"268","Utility1",NA,"2025-06-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"269","Utility1",NA,"2025-06-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"270","Utility1","UA20250626","2025-06-26","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"271","Utility1",NA,"2025-06-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"272","Utility1",NA,"2025-06-28","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"273","Utility1",NA,"2025-06-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"274","Utility1","UA20250630","2025-06-30","Inf_A-MP","600",NA,"Not Detected",NA,"Not Tested",NA,"Not Tested"
"275","Utility1",NA,"2025-07-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"276","Utility1",NA,"2025-07-02","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"277","Utility1",NA,"2025-07-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"278","Utility1",NA,"2025-07-04","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"279","Utility1",NA,"2025-07-05","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"280","Utility1",NA,"2025-07-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"281","Utility1","UA20250707","2025-07-07","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"282","Utility1",NA,"2025-07-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"283","Utility1",NA,"2025-07-09","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"284","Utility1","UA20250710","2025-07-10","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"285","Utility1",NA,"2025-07-11","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"286","Utility1",NA,"2025-07-12","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"287","Utility1",NA,"2025-07-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"288","Utility1","UA20250714","2025-07-14","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"289","Utility1",NA,"2025-07-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"290","Utility1",NA,"2025-07-16","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"291","Utility1","UA20250717","2025-07-17","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"292","Utility1",NA,"2025-07-18","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"293","Utility1",NA,"2025-07-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"294","Utility1",NA,"2025-07-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"295","Utility1","UA20250721","2025-07-21","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"296","Utility1",NA,"2025-07-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"297","Utility1",NA,"2025-07-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"298","Utility1","UA20250724","2025-07-24","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"299","Utility1",NA,"2025-07-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"300","Utility1",NA,"2025-07-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"301","Utility1",NA,"2025-07-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"302","Utility1","UA20250728","2025-07-28","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"303","Utility1",NA,"2025-07-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"304","Utility1",NA,"2025-07-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"305","Utility1","UA20250731","2025-07-31","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"306","Utility1",NA,"2025-08-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"307","Utility1",NA,"2025-08-02","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"308","Utility1",NA,"2025-08-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"309","Utility1","UA20250804","2025-08-04","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"310","Utility1",NA,"2025-08-05","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"311","Utility1",NA,"2025-08-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"312","Utility1","UA20250807","2025-08-07","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"313","Utility1",NA,"2025-08-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"314","Utility1",NA,"2025-08-09","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"315","Utility1",NA,"2025-08-10","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"316","Utility1","UA20250811","2025-08-11","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"317","Utility1",NA,"2025-08-12","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"318","Utility1",NA,"2025-08-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"319","Utility1","UA20250814","2025-08-14","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"320","Utility1",NA,"2025-08-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"321","Utility1",NA,"2025-08-16","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"322","Utility1",NA,"2025-08-17","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"323","Utility1","UA20250818","2025-08-18","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"324","Utility1",NA,"2025-08-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"325","Utility1",NA,"2025-08-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"326","Utility1","UA20250821","2025-08-21","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"327","Utility1",NA,"2025-08-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"328","Utility1",NA,"2025-08-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"329","Utility1",NA,"2025-08-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"330","Utility1","UA20250825","2025-08-25","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"331","Utility1",NA,"2025-08-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"332","Utility1",NA,"2025-08-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"333","Utility1","UA20250828","2025-08-28","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"334","Utility1",NA,"2025-08-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"335","Utility1",NA,"2025-08-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"336","Utility1",NA,"2025-08-31","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"337","Utility1",NA,"2025-09-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"338","Utility1","UA20250902","2025-09-02","Inf_A-MP","600","600","Not Detected","600","Not Tested","600","Not Tested"
"339","Utility2","UB20240930","2024-09-30","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"340","Utility2",NA,"2024-10-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"341","Utility2",NA,"2024-10-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"342","Utility2","UB20241003","2024-10-03","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"343","Utility2",NA,"2024-10-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"344","Utility2",NA,"2024-10-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"345","Utility2",NA,"2024-10-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"346","Utility2",NA,"2024-10-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"347","Utility2","UB20241008","2024-10-08","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"348","Utility2",NA,"2024-10-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"349","Utility2","UB20241010","2024-10-10","Inf_A-MP","600","600","Not Detected","1934429","Not Detected","600","Not Detected"
"350","Utility2",NA,"2024-10-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"351","Utility2",NA,"2024-10-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"352","Utility2",NA,"2024-10-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"353","Utility2","UB20241014","2024-10-14","Inf_A-MP","3608813",NA,"No Sample",NA,"No Sample",NA,"No Sample"
"354","Utility2",NA,"2024-10-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"355","Utility2",NA,"2024-10-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"356","Utility2","UB20241017","2024-10-17","Inf_A-MP","1115447","600","Not Detected","2982135","Detected","600","Not Detected"
"357","Utility2",NA,"2024-10-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"358","Utility2",NA,"2024-10-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"359","Utility2",NA,"2024-10-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"360","Utility2","UB20241021","2024-10-21","Inf_A-MP","3934381","600","Not Detected","4419321","Detected","6358917","Detected"
"361","Utility2",NA,"2024-10-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"362","Utility2",NA,"2024-10-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"363","Utility2","UB20241024","2024-10-24","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"364","Utility2",NA,"2024-10-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"365","Utility2",NA,"2024-10-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"366","Utility2",NA,"2024-10-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"367","Utility2","UB20241028","2024-10-28","Inf_A-MP","6125163","600","Not Detected","1827935","Detected","600","Not Detected"
"368","Utility2",NA,"2024-10-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"369","Utility2",NA,"2024-10-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"370","Utility2","UB20241031","2024-10-31","Inf_A-MP","2737777","600","Not Detected","4288483","Detected","6160330","Detected"
"371","Utility2",NA,"2024-11-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"372","Utility2",NA,"2024-11-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"373","Utility2",NA,"2024-11-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"374","Utility2","UB20241104","2024-11-04","Inf_A-MP","4561288","600","Not Detected","93157","Detected","2568730","Detected"
"375","Utility2",NA,"2024-11-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"376","Utility2",NA,"2024-11-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"377","Utility2","UB20241107","2024-11-07","Inf_A-MP","1897765","600","Not Detected","784287","Detected","3236417","Detected"
"378","Utility2",NA,"2024-11-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"379","Utility2",NA,"2024-11-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"380","Utility2",NA,"2024-11-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"381","Utility2",NA,"2024-11-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"382","Utility2","UB20241112","2024-11-12","Inf_A-MP","852156","600","Not Detected","1198421","Detected","600","Not Detected"
"383","Utility2",NA,"2024-11-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"384","Utility2","UB20241114","2024-11-14","Inf_A-MP","2750974","600","Not Detected","600","Not Detected","600","Not Detected"
"385","Utility2",NA,"2024-11-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"386","Utility2",NA,"2024-11-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"387","Utility2",NA,"2024-11-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"388","Utility2","UB20241118","2024-11-18","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"389","Utility2",NA,"2024-11-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"390","Utility2",NA,"2024-11-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"391","Utility2","UB20241121","2024-11-21","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"392","Utility2",NA,"2024-11-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"393","Utility2",NA,"2024-11-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"394","Utility2",NA,"2024-11-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"395","Utility2","UB20241125","2024-11-25","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"396","Utility2",NA,"2024-11-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"397","Utility2",NA,"2024-11-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"398","Utility2",NA,"2024-11-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"399","Utility2",NA,"2024-11-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"400","Utility2",NA,"2024-11-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"401","Utility2",NA,"2024-12-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"402","Utility2","UB20241202","2024-12-02","Inf_A-MP","5961066","600","Not Detected","600","Not Detected","600","Not Detected"
"403","Utility2",NA,"2024-12-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"404","Utility2",NA,"2024-12-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"405","Utility2","UB20241205","2024-12-05","Inf_A-MP","2872793","600","Not Detected","5884159","Detected","504219","Detected"
"406","Utility2",NA,"2024-12-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"407","Utility2",NA,"2024-12-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"408","Utility2",NA,"2024-12-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"409","Utility2",NA,"2024-12-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"410","Utility2",NA,"2024-12-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"411","Utility2",NA,"2024-12-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"412","Utility2","UB20241212","2024-12-12","Inf_A-MP","2977933","600","Not Detected","5362320","Detected","847680","Detected"
"413","Utility2",NA,"2024-12-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"414","Utility2",NA,"2024-12-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"415","Utility2",NA,"2024-12-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"416","Utility2","UB20241216","2024-12-16","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"417","Utility2",NA,"2024-12-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"418","Utility2",NA,"2024-12-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"419","Utility2",NA,"2024-12-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"420","Utility2",NA,"2024-12-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"421","Utility2",NA,"2024-12-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"422","Utility2",NA,"2024-12-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"423","Utility2",NA,"2024-12-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"424","Utility2",NA,"2024-12-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"425","Utility2",NA,"2024-12-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"426","Utility2","UB20241226","2024-12-26","Inf_A-MP","6132190","600","Not Detected","3606425","Detected","2790890","Detected"
"427","Utility2",NA,"2024-12-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"428","Utility2",NA,"2024-12-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"429","Utility2",NA,"2024-12-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"430","Utility2","UB20241230","2024-12-30","Inf_A-MP","6385783","600","Not Detected","3459799","Detected","5241396","Detected"
"431","Utility2",NA,"2024-12-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"432","Utility2",NA,"2025-01-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"433","Utility2","UB20250102","2025-01-02","Inf_A-MP","3067430","600","Not Detected","2742852","Detected","1985370","Detected"
"434","Utility2",NA,"2025-01-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"435","Utility2",NA,"2025-01-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"436","Utility2",NA,"2025-01-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"437","Utility2","UB20250106","2025-01-06","Inf_A-MP","5738447","600","Not Detected","2474548","Detected","4329620","Detected"
"438","Utility2",NA,"2025-01-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"439","Utility2",NA,"2025-01-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"440","Utility2","UB20250109","2025-01-09","Inf_A-MP","1648476","600","Not Detected","3460525","Detected","3538026","Detected"
"441","Utility2",NA,"2025-01-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"442","Utility2",NA,"2025-01-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"443","Utility2",NA,"2025-01-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"444","Utility2","UB20250113","2025-01-13","Inf_A-MP","333364","600","Not Detected","561648","Detected","3255029","Detected"
"445","Utility2",NA,"2025-01-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"446","Utility2",NA,"2025-01-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"447","Utility2","UB20250116","2025-01-16","Inf_A-MP","1640276","600","Not Detected","4237817","Detected","6367551","Detected"
"448","Utility2",NA,"2025-01-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"449","Utility2",NA,"2025-01-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"450","Utility2",NA,"2025-01-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"451","Utility2",NA,"2025-01-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"452","Utility2","UB20250121","2025-01-21","Inf_A-MP","235647","600","Not Detected","1485108","Detected","4840449","Detected"
"453","Utility2",NA,"2025-01-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"454","Utility2","UB20250123","2025-01-23","Inf_A-MP","6140862","600","Not Detected","2595415","Detected","169064","Detected"
"455","Utility2",NA,"2025-01-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"456","Utility2",NA,"2025-01-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"457","Utility2",NA,"2025-01-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"458","Utility2","UB20250127","2025-01-27","Inf_A-MP","766303","600","Not Detected","802576","Detected","3873641","Detected"
"459","Utility2",NA,"2025-01-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"460","Utility2",NA,"2025-01-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"461","Utility2","UB20250130","2025-01-30","Inf_A-MP","820222","600","Not Detected","3689480","Detected","4561191","Detected"
"462","Utility2",NA,"2025-01-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"463","Utility2",NA,"2025-02-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"464","Utility2",NA,"2025-02-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"465","Utility2","UB20250203","2025-02-03","Inf_A-MP","541681","600","Not Detected","1229863","Detected","6253958","Detected"
"466","Utility2",NA,"2025-02-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
