"","utility","pcr_target","week","measure_date","ND_flag","CDC_TwoWeek_Detection_Flag","CDC_FourWeek_Detections","CDC_FourWeek_Submission","FourWeek_Detection_Percent","CDC_PersistentDetection_Flag","CDC_Detection_Flag"
"312","Utility2","H1",34,2024-10-31,"Detection","yes",2,7,28.5714285714286,"no","yes"
"313","Utility2","H1",35,2024-10-21,"Detection","yes",1,7,14.2857142857143,"no","yes"
"314","Utility2","H1",35,2024-10-24,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"315","Utility2","H1",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"316","Utility2","H1",37,2024-10-08,"No Detection","no",0,6,0,"no","no"
"317","Utility2","H1",37,2024-10-10,"No Detection","no",0,6,0,"no","no"
"318","Utility2","H1",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"319","Utility2","H1",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"320","Utility2","H1",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"321","Utility2","H1",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"322","Utility2","H1",45,2024-08-12,"No Detection","no",1,7,14.2857142857143,"no","yes"
"323","Utility2","H1",45,2024-08-15,"No Detection","no",1,7,14.2857142857143,"no","yes"
"324","Utility2","H1",46,2024-08-05,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"325","Utility2","H1",46,2024-08-08,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"326","Utility2","H1",47,2024-07-29,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"327","Utility2","H1",47,2024-08-01,"Detection","yes",1,6,16.6666666666667,"no","yes"
"328","Utility2","H1",48,2024-07-25,"No Detection","no",0,4,0,"no","no"
"329","Utility2","H1",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"330","Utility2","H1",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"331","Utility2","H1",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"332","Utility2","H3",30,2024-11-25,"No Detection","no",3,7,42.8571428571429,"no","yes"
"333","Utility2","H3",31,2024-11-18,"No Detection","yes",5,8,62.5,"no","yes"
"334","Utility2","H3",31,2024-11-21,"No Detection","yes",5,8,62.5,"no","yes"
"335","Utility2","H3",32,2024-11-12,"Detection","yes",6,8,75,"no","yes"
"336","Utility2","H3",32,2024-11-14,"No Detection","yes",6,8,75,"no","yes"
"337","Utility2","H3",33,2024-11-04,"Detection","yes",6,7,85.7142857142857,"yes","no"
"338","Utility2","H3",33,2024-11-07,"Detection","yes",6,7,85.7142857142857,"yes","no"
"339","Utility2","H3",34,2024-10-28,"Detection","yes",5,7,71.4285714285714,"no","yes"
"340","Utility2","H3",34,2024-10-31,"Detection","yes",5,7,71.4285714285714,"no","yes"
"341","Utility2","H3",35,2024-10-21,"Detection","yes",3,7,42.8571428571429,"no","yes"
"342","Utility2","H3",35,2024-10-24,"No Detection","yes",3,7,42.8571428571429,"no","yes"
"343","Utility2","H3",36,2024-10-17,"Detection","yes",2,7,28.5714285714286,"no","yes"
"344","Utility2","H3",37,2024-10-08,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"345","Utility2","H3",37,2024-10-10,"Detection","yes",1,6,16.6666666666667,"no","yes"
"346","Utility2","H3",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"347","Utility2","H3",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"348","Utility2","H3",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"349","Utility2","H3",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"350","Utility2","H3",45,2024-08-12,"No Detection","no",1,7,14.2857142857143,"no","yes"
"351","Utility2","H3",45,2024-08-15,"No Detection","no",1,7,14.2857142857143,"no","yes"
"352","Utility2","H3",46,2024-08-05,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"353","Utility2","H3",46,2024-08-08,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"354","Utility2","H3",47,2024-07-29,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"355","Utility2","H3",47,2024-08-01,"Detection","yes",1,6,16.6666666666667,"no","yes"
"356","Utility2","H3",48,2024-07-25,"No Detection","no",0,4,0,"no","no"
"357","Utility2","H3",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"358","Utility2","H3",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"359","Utility2","H3",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"360","Utility2","H5",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"361","Utility2","H5",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"362","Utility2","H5",31,2024-11-21,"No Detection","no",0,8,0,"no","no"
"363","Utility2","H5",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"364","Utility2","H5",32,2024-11-14,"No Detection","no",0,8,0,"no","no"
"365","Utility2","H5",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"366","Utility2","H5",33,2024-11-07,"No Detection","no",0,7,0,"no","no"
"367","Utility2","H5",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"368","Utility2","H5",34,2024-10-31,"No Detection","no",0,7,0,"no","no"
"369","Utility2","H5",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"370","Utility2","H5",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"371","Utility2","H5",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"372","Utility2","H5",37,2024-10-08,"No Detection","no",0,6,0,"no","no"
"373","Utility2","H5",37,2024-10-10,"No Detection","no",0,6,0,"no","no"
"374","Utility2","H5",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"375","Utility2","H5",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"376","Utility2","H5",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"377","Utility2","H5",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"378","Utility2","H5",45,2024-08-12,"No Detection","no",2,7,28.5714285714286,"no","yes"
"379","Utility2","H5",45,2024-08-15,"No Detection","no",2,7,28.5714285714286,"no","yes"
"380","Utility2","H5",46,2024-08-05,"No Detection","yes",2,7,28.5714285714286,"no","yes"
"381","Utility2","H5",46,2024-08-08,"No Detection","yes",2,7,28.5714285714286,"no","yes"
"382","Utility2","H5",47,2024-07-29,"No Detection","yes",2,6,33.3333333333333,"no","yes"
"383","Utility2","H5",47,2024-08-01,"Detection","yes",2,6,33.3333333333333,"no","yes"
"384","Utility2","H5",48,2024-07-25,"Detection","yes",1,4,25,"no","yes"
"385","Utility2","H5",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"386","Utility2","H5",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"387","Utility2","H5",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"388","Utility2","PanRSV",30,2024-11-25,"Detection","yes",4,7,57.1428571428571,"no","yes"
"389","Utility2","PanRSV",31,2024-11-18,"Detection","yes",3,8,37.5,"no","yes"
"390","Utility2","PanRSV",31,2024-11-21,"Detection","yes",3,8,37.5,"no","yes"
"391","Utility2","PanRSV",32,2024-11-12,"No Detection","yes",2,8,25,"no","yes"
"392","Utility2","PanRSV",32,2024-11-14,"Detection","yes",2,8,25,"no","yes"
"393","Utility2","PanRSV",33,2024-11-04,"No Detection","no",2,8,25,"no","yes"
"394","Utility2","PanRSV",33,2024-11-07,"No Detection","no",2,8,25,"no","yes"
"395","Utility2","PanRSV",34,2024-10-28,"No Detection","yes",4,8,50,"no","yes"
"396","Utility2","PanRSV",34,2024-10-31,"No Detection","yes",4,8,50,"no","yes"
"397","Utility2","PanRSV",35,2024-10-21,"Detection","yes",4,8,50,"no","yes"
"398","Utility2","PanRSV",35,2024-10-24,"No Detection","yes",4,8,50,"no","yes"
"399","Utility2","PanRSV",36,2024-10-14,"Detection","yes",3,8,37.5,"no","yes"
"400","Utility2","PanRSV",36,2024-10-17,"No Detection","yes",3,8,37.5,"no","yes"
"401","Utility2","PanRSV",37,2024-10-08,"Detection","yes",2,7,28.5714285714286,"no","yes"
"402","Utility2","PanRSV",37,2024-10-10,"Detection","yes",2,7,28.5714285714286,"no","yes"
"403","Utility2","PanRSV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"404","Utility2","PanRSV",38,2024-10-03,"No Detection","no",0,7,0,"no","no"
"405","Utility2","PanRSV",39,2024-09-23,"No Detection","no",0,6,0,"no","no"
"406","Utility2","PanRSV",39,2024-09-26,"No Detection","no",0,6,0,"no","no"
"407","Utility2","PanRSV",40,2024-09-16,"No Detection","no",0,6,0,"no","no"
"408","Utility2","PanRSV",41,2024-09-09,"No Detection","no",0,7,0,"no","no"
"409","Utility2","PanRSV",41,2024-09-12,"No Detection","no",0,7,0,"no","no"
"410","Utility2","PanRSV",42,2024-09-03,"No Detection","no",0,7,0,"no","no"
"411","Utility2","PanRSV",43,2024-08-26,"No Detection","no",0,8,0,"no","no"
"412","Utility2","PanRSV",43,2024-08-29,"No Detection","no",0,8,0,"no","no"
"413","Utility2","PanRSV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"414","Utility2","PanRSV",44,2024-08-22,"No Detection","no",0,8,0,"no","no"
"415","Utility2","PanRSV",45,2024-08-12,"No Detection","no",1,8,12.5,"no","yes"
"416","Utility2","PanRSV",45,2024-08-15,"No Detection","no",1,8,12.5,"no","yes"
"417","Utility2","PanRSV",46,2024-08-05,"No Detection","no",1,8,12.5,"no","yes"
"418","Utility2","PanRSV",46,2024-08-08,"No Detection","no",1,8,12.5,"no","yes"
"419","Utility2","PanRSV",47,2024-07-29,"No Detection","yes",1,8,12.5,"no","yes"
"420","Utility2","PanRSV",47,2024-08-01,"No Detection","yes",1,8,12.5,"no","yes"
"421","Utility2","PanRSV",48,2024-07-22,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"422","Utility2","PanRSV",48,2024-07-25,"Detection","yes",1,7,14.2857142857143,"no","yes"
"423","Utility2","PanRSV",49,2024-07-15,"No Detection","no",1,6,16.6666666666667,"no","yes"
"424","Utility2","PanRSV",49,2024-07-18,"No Detection","no",1,6,16.6666666666667,"no","yes"
"425","Utility2","PanRSV",50,2024-07-08,"No Detection","no",1,4,25,"no","yes"
"426","Utility2","PanRSV",50,2024-07-11,"No Detection","no",1,4,25,"no","yes"
"427","Utility2","PanRSV",51,2024-07-01,"No Detection","yes",1,2,50,"no","yes"
"428","Utility2","PanRSV",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
"429","Utility2","sars-cov-2",30,2024-11-25,"Detection","yes",6,7,85.7142857142857,"yes","no"
"430","Utility2","sars-cov-2",31,2024-11-18,"Detection","yes",7,8,87.5,"yes","no"
"431","Utility2","sars-cov-2",31,2024-11-21,"No Detection","yes",7,8,87.5,"yes","no"
"432","Utility2","sars-cov-2",32,2024-11-12,"Detection","yes",7,8,87.5,"yes","no"
"433","Utility2","sars-cov-2",32,2024-11-14,"Detection","yes",7,8,87.5,"yes","no"
"434","Utility2","sars-cov-2",33,2024-11-04,"Detection","yes",7,8,87.5,"yes","no"
"435","Utility2","sars-cov-2",33,2024-11-07,"Detection","yes",7,8,87.5,"yes","no"
"436","Utility2","sars-cov-2",34,2024-10-28,"Detection","yes",7,8,87.5,"yes","no"
"437","Utility2","sars-cov-2",34,2024-10-31,"Detection","yes",7,8,87.5,"yes","no"
"438","Utility2","sars-cov-2",35,2024-10-21,"Detection","yes",7,8,87.5,"yes","no"
"439","Utility2","sars-cov-2",35,2024-10-24,"No Detection","yes",7,8,87.5,"yes","no"
"440","Utility2","sars-cov-2",36,2024-10-14,"Detection","yes",8,8,100,"yes","no"
"441","Utility2","sars-cov-2",36,2024-10-17,"Detection","yes",8,8,100,"yes","no"
"442","Utility2","sars-cov-2",37,2024-10-08,"Detection","yes",7,7,100,"yes","no"
"443","Utility2","sars-cov-2",37,2024-10-10,"Detection","yes",7,7,100,"yes","no"
"444","Utility2","sars-cov-2",38,2024-09-30,"Detection","yes",7,7,100,"yes","no"
"445","Utility2","sars-cov-2",38,2024-10-03,"Detection","yes",7,7,100,"yes","no"
"446","Utility2","sars-cov-2",39,2024-09-23,"Detection","yes",6,6,100,"yes","no"
"447","Utility2","sars-cov-2",39,2024-09-26,"Detection","yes",6,6,100,"yes","no"
"448","Utility2","sars-cov-2",40,2024-09-16,"Detection","yes",6,6,100,"yes","no"
"449","Utility2","sars-cov-2",41,2024-09-09,"Detection","yes",7,7,100,"yes","no"
"450","Utility2","sars-cov-2",41,2024-09-12,"Detection","yes",7,7,100,"yes","no"
"451","Utility2","sars-cov-2",42,2024-09-03,"Detection","yes",7,7,100,"yes","no"
"452","Utility2","sars-cov-2",43,2024-08-26,"Detection","yes",8,8,100,"yes","no"
"453","Utility2","sars-cov-2",43,2024-08-29,"Detection","yes",8,8,100,"yes","no"
"454","Utility2","sars-cov-2",44,2024-08-19,"Detection","yes",8,8,100,"yes","no"
"455","Utility2","sars-cov-2",44,2024-08-22,"Detection","yes",8,8,100,"yes","no"
"456","Utility2","sars-cov-2",45,2024-08-12,"Detection","yes",8,8,100,"yes","no"
"457","Utility2","sars-cov-2",45,2024-08-15,"Detection","yes",8,8,100,"yes","no"
"458","Utility2","sars-cov-2",46,2024-08-05,"Detection","yes",8,8,100,"yes","no"
"459","Utility2","sars-cov-2",46,2024-08-08,"Detection","yes",8,8,100,"yes","no"
"460","Utility2","sars-cov-2",47,2024-07-29,"Detection","yes",7,8,87.5,"yes","no"
"461","Utility2","sars-cov-2",47,2024-08-01,"Detection","yes",7,8,87.5,"yes","no"
"462","Utility2","sars-cov-2",48,2024-07-22,"Detection","yes",6,7,85.7142857142857,"yes","no"
"463","Utility2","sars-cov-2",48,2024-07-25,"Detection","yes",6,7,85.7142857142857,"yes","no"
"464","Utility2","sars-cov-2",49,2024-07-15,"Detection","yes",5,6,83.3333333333333,"yes","no"
"465","Utility2","sars-cov-2",49,2024-07-18,"Detection","yes",5,6,83.3333333333333,"yes","no"
"466","Utility2","sars-cov-2",50,2024-07-08,"No Detection","yes",3,4,75,"no","yes"
"467","Utility2","sars-cov-2",50,2024-07-11,"Detection","yes",3,4,75,"no","yes"
"468","Utility2","sars-cov-2",51,2024-07-01,"Detection","yes",2,2,100,"yes","no"
"469","Utility2","sars-cov-2",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
"470","Utility3","FLUAV",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"471","Utility3","FLUAV",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"472","Utility3","FLUAV",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"473","Utility3","FLUAV",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"474","Utility3","FLUAV",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"475","Utility3","FLUAV",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"476","Utility3","FLUAV",33,2024-11-07,"No Detection","no",0,7,0,"no","no"
"477","Utility3","FLUAV",34,2024-10-28,"No Detection","no",0,5,0,"no","no"
"478","Utility3","FLUAV",35,2024-10-21,"No Detection","no",0,6,0,"no","no"
"479","Utility3","FLUAV",35,2024-10-24,"No Detection","no",0,6,0,"no","no"
"480","Utility3","FLUAV",36,2024-10-14,"No Detection","no",0,6,0,"no","no"
"481","Utility3","FLUAV",36,2024-10-17,"No Detection","no",0,6,0,"no","no"
"482","Utility3","FLUAV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"483","Utility3","FLUAV",38,2024-10-03,"No Detection","no",0,7,0,"no","no"
"484","Utility3","FLUAV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"485","Utility3","FLUAV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"486","Utility3","FLUAV",40,2024-09-16,"No Detection","no",0,4,0,"no","no"
"487","Utility3","FLUAV",41,2024-09-09,"No Detection","no",0,5,0,"no","no"
"488","Utility3","FLUAV",41,2024-09-12,"No Detection","no",0,5,0,"no","no"
"489","Utility3","FLUAV",43,2024-08-26,"No Detection","no",0,7,0,"no","no"
"490","Utility3","FLUAV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"491","Utility3","FLUAV",44,2024-08-22,"No Detection","no",0,8,0,"no","no"
"492","Utility3","FLUAV",45,2024-08-12,"No Detection","no",0,8,0,"no","no"
"493","Utility3","FLUAV",45,2024-08-15,"No Detection","no",0,8,0,"no","no"
"494","Utility3","FLUAV",46,2024-08-05,"No Detection","no",0,8,0,"no","no"
"495","Utility3","FLUAV",46,2024-08-08,"No Detection","no",0,8,0,"no","no"
"496","Utility3","FLUAV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"497","Utility3","FLUAV",47,2024-08-01,"No Detection","no",0,8,0,"no","no"
"498","Utility3","FLUAV",48,2024-07-22,"No Detection","no",0,7,0,"no","no"
"499","Utility3","FLUAV",48,2024-07-25,"No Detection","no",0,7,0,"no","no"
"500","Utility3","FLUAV",49,2024-07-15,"No Detection","no",0,6,0,"no","no"
"501","Utility3","FLUAV",49,2024-07-18,"No Detection","no",0,6,0,"no","no"
"502","Utility3","FLUAV",50,2024-07-08,"No Detection","no",0,4,0,"no","no"
"503","Utility3","FLUAV",50,2024-07-11,"No Detection","no",0,4,0,"no","no"
"504","Utility3","FLUAV",51,2024-07-01,"No Detection","no",0,2,0,"no","no"
"505","Utility3","FLUAV",52,2024-06-27,"No Detection","no",0,1,0,"no","no"
"506","Utility3","FLUBV",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"507","Utility3","FLUBV",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"508","Utility3","FLUBV",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"509","Utility3","FLUBV",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"510","Utility3","FLUBV",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"511","Utility3","FLUBV",33,2024-11-04,"No Detection","no",1,7,14.2857142857143,"no","yes"
"512","Utility3","FLUBV",33,2024-11-07,"No Detection","no",1,7,14.2857142857143,"no","yes"
"513","Utility3","FLUBV",34,2024-10-28,"No Detection","no",1,5,20,"no","yes"
"514","Utility3","FLUBV",35,2024-10-21,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"515","Utility3","FLUBV",35,2024-10-24,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"516","Utility3","FLUBV",36,2024-10-14,"Detection","yes",1,6,16.6666666666667,"no","yes"
"517","Utility3","FLUBV",36,2024-10-17,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"518","Utility3","FLUBV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"519","Utility3","FLUBV",38,2024-10-03,"No Detection","no",0,7,0,"no","no"
"520","Utility3","FLUBV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"521","Utility3","FLUBV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"522","Utility3","FLUBV",40,2024-09-16,"No Detection","no",0,4,0,"no","no"
"523","Utility3","FLUBV",41,2024-09-09,"No Detection","no",0,5,0,"no","no"
"524","Utility3","FLUBV",41,2024-09-12,"No Detection","no",0,5,0,"no","no"
"525","Utility3","FLUBV",43,2024-08-26,"No Detection","no",0,7,0,"no","no"
"526","Utility3","FLUBV",44,2024-08-19,"No Detection","no",0,7,0,"no","no"
"527","Utility3","FLUBV",44,2024-08-22,"No Detection","no",0,7,0,"no","no"
"528","Utility3","FLUBV",45,2024-08-12,"No Detection","no",0,6,0,"no","no"
"529","Utility3","FLUBV",45,2024-08-15,"No Detection","no",0,6,0,"no","no"
"530","Utility3","FLUBV",46,2024-08-05,"No Detection","no",0,5,0,"no","no"
"531","Utility3","FLUBV",46,2024-08-08,"No Detection","no",0,5,0,"no","no"
"532","Utility3","FLUBV",47,2024-08-01,"No Detection","no",0,5,0,"no","no"
"533","Utility3","FLUBV",48,2024-07-22,"No Detection","no",0,5,0,"no","no"
"534","Utility3","FLUBV",49,2024-07-15,"No Detection","no",0,5,0,"no","no"
"535","Utility3","FLUBV",50,2024-07-08,"No Detection","no",0,4,0,"no","no"
"536","Utility3","FLUBV",50,2024-07-11,"No Detection","no",0,4,0,"no","no"
"537","Utility3","FLUBV",51,2024-07-01,"No Detection","no",0,2,0,"no","no"
"538","Utility3","FLUBV",52,2024-06-27,"No Detection","no",0,1,0,"no","no"
"539","Utility3","H1",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"540","Utility3","H1",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"541","Utility3","H1",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"542","Utility3","H1",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"543","Utility3","H1",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"544","Utility3","H1",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"545","Utility3","H1",33,2024-11-07,"No Detection","no",0,7,0,"no","no"
"546","Utility3","H1",34,2024-10-28,"No Detection","no",0,6,0,"no","no"
"547","Utility3","H1",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"548","Utility3","H1",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"549","Utility3","H1",36,2024-10-14,"No Detection","no",0,7,0,"no","no"
"550","Utility3","H1",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"551","Utility3","H1",37,2024-10-10,"No Detection","no",0,5,0,"no","no"
"552","Utility3","H1",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"553","Utility3","H1",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"554","Utility3","H1",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"555","Utility3","H1",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"556","Utility3","H1",45,2024-08-15,"No Detection","no",0,2,0,"no","no"
"557","Utility3","H1",47,2024-08-01,"No Detection","no",0,1,0,"no","no"
"558","Utility3","H3",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"559","Utility3","H3",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"560","Utility3","H3",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"561","Utility3","H3",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"562","Utility3","H3",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"563","Utility3","H3",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"564","Utility3","H3",33,2024-11-07,"No Detection","no",0,7,0,"no","no"
"565","Utility3","H3",34,2024-10-28,"No Detection","no",0,6,0,"no","no"
"566","Utility3","H3",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"567","Utility3","H3",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"568","Utility3","H3",36,2024-10-14,"No Detection","no",0,7,0,"no","no"
"569","Utility3","H3",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"570","Utility3","H3",37,2024-10-10,"No Detection","no",0,5,0,"no","no"
"571","Utility3","H3",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"572","Utility3","H3",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"573","Utility3","H3",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"574","Utility3","H3",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"575","Utility3","H3",45,2024-08-15,"No Detection","no",0,2,0,"no","no"
"576","Utility3","H3",47,2024-08-01,"No Detection","no",0,1,0,"no","no"
"577","Utility3","H5",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"578","Utility3","H5",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"579","Utility3","H5",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"580","Utility3","H5",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"581","Utility3","H5",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"582","Utility3","H5",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"583","Utility3","H5",33,2024-11-07,"No Detection","no",0,7,0,"no","no"
"584","Utility3","H5",34,2024-10-28,"No Detection","no",0,6,0,"no","no"
"585","Utility3","H5",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"586","Utility3","H5",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"587","Utility3","H5",36,2024-10-14,"No Detection","no",0,7,0,"no","no"
"588","Utility3","H5",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"589","Utility3","H5",37,2024-10-10,"No Detection","no",0,5,0,"no","no"
"590","Utility3","H5",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"591","Utility3","H5",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"592","Utility3","H5",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"593","Utility3","H5",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"594","Utility3","H5",45,2024-08-15,"No Detection","no",0,2,0,"no","no"
"595","Utility3","H5",47,2024-08-01,"No Detection","no",0,1,0,"no","no"
"596","Utility3","PanRSV",30,2024-11-25,"Detection","yes",4,7,57.1428571428571,"no","yes"
"597","Utility3","PanRSV",31,2024-11-18,"Detection","yes",3,7,42.8571428571429,"no","yes"
"598","Utility3","PanRSV",31,2024-11-21,"No Detection","yes",3,7,42.8571428571429,"no","yes"
"599","Utility3","PanRSV",32,2024-11-12,"Detection","yes",2,7,28.5714285714286,"no","yes"
"600","Utility3","PanRSV",32,2024-11-14,"Detection","yes",2,7,28.5714285714286,"no","yes"
"601","Utility3","PanRSV",33,2024-11-04,"No Detection","no",1,7,14.2857142857143,"no","yes"
"602","Utility3","PanRSV",33,2024-11-07,"No Detection","no",1,7,14.2857142857143,"no","yes"
"603","Utility3","PanRSV",34,2024-10-28,"No Detection","no",1,5,20,"no","yes"
"604","Utility3","PanRSV",35,2024-10-21,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"605","Utility3","PanRSV",35,2024-10-24,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"606","Utility3","PanRSV",36,2024-10-14,"Detection","yes",1,6,16.6666666666667,"no","yes"
"607","Utility3","PanRSV",36,2024-10-17,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"608","Utility3","PanRSV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"609","Utility3","PanRSV",38,2024-10-03,"No Detection","no",0,7,0,"no","no"
"610","Utility3","PanRSV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"611","Utility3","PanRSV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"612","Utility3","PanRSV",40,2024-09-16,"No Detection","no",0,4,0,"no","no"
"613","Utility3","PanRSV",41,2024-09-09,"No Detection","no",0,5,0,"no","no"
"614","Utility3","PanRSV",41,2024-09-12,"No Detection","no",0,5,0,"no","no"
"615","Utility3","PanRSV",43,2024-08-26,"No Detection","no",0,7,0,"no","no"
"616","Utility3","PanRSV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"617","Utility3","PanRSV",44,2024-08-22,"No Detection","no",0,8,0,"no","no"
"618","Utility3","PanRSV",45,2024-08-12,"No Detection","no",0,8,0,"no","no"
"619","Utility3","PanRSV",45,2024-08-15,"No Detection","no",0,8,0,"no","no"
"620","Utility3","PanRSV",46,2024-08-05,"No Detection","no",0,8,0,"no","no"
"621","Utility3","PanRSV",46,2024-08-08,"No Detection","no",0,8,0,"no","no"
"622","Utility3","PanRSV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"623","Utility3","PanRSV",47,2024-08-01,"No Detection","no",0,8,0,"no","no"
"624","Utility3","PanRSV",48,2024-07-22,"No Detection","no",1,7,14.2857142857143,"no","yes"
"625","Utility3","PanRSV",48,2024-07-25,"No Detection","no",1,7,14.2857142857143,"no","yes"
"626","Utility3","PanRSV",49,2024-07-15,"No Detection","no",2,6,33.3333333333333,"no","yes"
"627","Utility3","PanRSV",49,2024-07-18,"No Detection","no",2,6,33.3333333333333,"no","yes"
